time_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,roll_deg,pitch_deg,yaw_deg
7.360,0.025242,-0.991252,-0.011165,-0.01,0.09,0.14,-90.40,1.09,0.38
7.370,0.008738,-0.986397,-0.006311,0.04,0.10,0.38,-90.40,1.03,0.38
7.380,-0.002427,-0.988824,-0.004854,-0.01,-0.13,-2.23,-90.39,0.99,0.36
7.390,0.016990,-0.988339,-0.009223,0.01,-0.02,-0.15,-90.40,0.91,0.36
7.400,0.026213,-1.010183,-0.015534,0.02,-0.18,0.34,-90.42,0.81,0.36
7.410,0.032524,-0.986397,0.123300,0.19,0.20,0.63,-90.11,0.71,0.37
7.420,0.000971,-0.963582,0.001456,0.01,0.38,0.02,-90.10,0.68,0.37
7.430,0.016990,-1.004358,-0.006311,-0.17,-0.39,-0.61,-90.12,0.61,0.36
7.440,0.051941,-0.987853,-0.012136,-0.03,-0.10,0.11,-90.14,0.47,0.37
7.450,0.037378,-0.988339,-0.005825,0.01,0.29,0.54,-90.15,0.36,0.37
7.460,0.008738,-0.993679,-0.002913,-0.02,0.00,0.03,-90.15,0.33,0.37
7.470,0.023301,-0.988824,-0.007767,-0.05,-0.20,-0.29,-90.16,0.26,0.37
7.480,0.045145,-0.991737,-0.010679,-0.01,0.01,0.15,-90.18,0.14,0.37
7.490,0.034951,-0.985912,-0.009709,0.05,0.07,0.34,-90.19,0.06,0.37
7.500,0.023786,-0.988824,-0.001456,0.02,-0.05,-0.03,-90.19,0.00,0.37
7.510,0.034466,-0.987368,-0.007281,0.00,-0.03,-0.23,-90.20,-0.08,0.37
7.520,0.046116,-0.988824,-0.008738,0.04,0.04,0.03,-90.21,-0.18,0.37
7.530,0.039805,-0.989310,-0.006311,0.08,0.06,0.24,-90.22,-0.27,0.37
7.540,0.027670,-0.989310,0.000485,0.03,-0.04,0.02,-90.21,-0.32,0.37
7.550,0.036893,-0.986883,-0.004854,-0.02,-0.02,-0.14,-90.21,-0.39,0.37
7.560,0.037864,-0.988824,-0.007281,-0.01,0.09,0.00,-90.22,-0.47,0.37
7.570,0.041747,-0.991252,-0.006311,0.02,0.04,0.20,-90.22,-0.54,0.37
7.580,0.034466,-0.991737,-0.003883,-0.01,-0.10,0.07,-90.22,-0.60,0.37
7.590,0.034466,-0.984455,-0.005340,-0.05,-0.03,-0.07,-90.23,-0.66,0.37
7.600,0.037864,-0.990281,-0.008252,-0.01,0.07,-0.01,-90.24,-0.72,0.37
7.610,0.038835,-0.992708,-0.007767,0.00,-0.04,0.13,-90.25,-0.78,0.37
7.620,0.035922,-0.985912,-0.003398,0.00,-0.01,0.13,-90.24,-0.83,0.38
7.630,0.032524,-0.987853,-0.006311,-0.01,0.03,0.06,-90.25,-0.87,0.38
7.640,0.030582,-0.989795,-0.008252,-0.01,-0.01,0.01,-90.26,-0.91,0.38
7.650,0.034951,-0.988824,-0.008738,0.03,0.02,0.04,-90.27,-0.95,0.38
7.660,0.033009,-0.990766,-0.006311,0.01,0.05,0.07,-90.27,-0.99,0.38
7.670,0.030582,-0.989795,-0.008252,0.00,-0.08,0.07,-90.28,-1.02,0.38
7.680,0.032524,-0.990766,-0.008738,0.02,-0.01,0.06,-90.29,-1.06,0.38
7.690,0.027670,-0.985912,-0.008252,0.01,0.07,0.01,-90.30,-1.08,0.38
7.700,0.028640,-0.991737,-0.010679,0.05,0.01,0.03,-90.31,-1.10,0.38
7.710,0.027184,-0.988824,-0.006311,0.06,-0.06,0.07,-90.31,-1.12,0.38
7.720,0.025728,-0.991252,-0.004854,0.03,0.00,0.07,-90.31,-1.14,0.38
7.730,0.024757,-0.987368,-0.004854,0.01,0.04,0.03,-90.31,-1.15,0.38
7.740,0.024757,-0.993193,-0.005340,0.00,-0.03,0.07,-90.31,-1.16,0.38
7.750,0.022330,-0.986883,-0.002427,-0.01,-0.01,0.07,-90.30,-1.17,0.38
7.760,0.022330,-0.989310,-0.006311,-0.05,0.03,0.06,-90.30,-1.17,0.38
7.770,0.022330,-0.987853,-0.007767,-0.04,0.04,0.09,-90.31,-1.17,0.38
7.780,0.016019,-0.993193,-0.008738,-0.05,-0.04,0.05,-90.32,-1.16,0.38
7.790,0.016019,-0.987853,-0.011650,-0.01,0.00,-0.00,-90.33,-1.16,0.38
7.800,0.016990,-0.991737,-0.010679,0.03,0.03,0.08,-90.34,-1.15,0.39
7.810,0.011650,-0.986883,-0.008252,0.02,0.00,0.09,-90.35,-1.13,0.39
7.820,0.010679,-0.992222,-0.009223,0.04,-0.03,0.04,-90.36,-1.11,0.39
7.830,0.015048,-0.989310,-0.010194,0.04,0.03,0.05,-90.37,-1.10,0.39
7.840,0.012136,-0.993679,-0.003883,0.07,0.03,0.09,-90.36,-1.08,0.39
7.850,0.006796,-0.989310,-0.006311,0.06,-0.05,0.07,-90.36,-1.06,0.39
7.860,0.008252,-0.991252,-0.003398,0.02,0.00,0.04,-90.35,-1.03,0.39
7.870,0.008252,-0.987368,-0.002913,0.00,0.00,0.06,-90.34,-1.01,0.39
7.880,0.006311,-0.989795,-0.005340,-0.04,-0.01,0.06,-90.34,-0.98,0.39
7.890,0.004854,-0.987368,-0.002427,-0.06,0.03,0.08,-90.34,-0.96,0.39
7.900,0.004369,-0.992222,-0.003883,-0.06,0.06,0.12,-90.33,-0.93,0.39
7.910,0.003883,-0.988339,-0.007281,-0.08,0.01,0.15,-90.34,-0.90,0.39
7.920,0.001942,-0.990766,-0.009709,-0.06,-0.02,0.13,-90.35,-0.87,0.39
7.930,0.003398,-0.987853,-0.008252,0.01,0.06,0.17,-90.35,-0.84,0.40
7.940,-0.013592,-0.974747,-0.010679,-0.09,-0.27,-0.12,-90.36,-0.78,0.40
7.950,0.002913,-1.017465,-0.018446,0.05,-0.30,-0.28,-90.39,-0.76,0.39
7.960,0.012136,-0.971349,-0.013107,0.18,0.47,-0.14,-90.40,-0.75,0.39
7.970,-0.002427,-1.006300,-0.011165,0.18,0.30,0.07,-90.41,-0.71,0.39
7.980,-0.007281,-0.982514,-0.004854,0.20,-0.34,0.19,-90.40,-0.67,0.39
7.990,0.000000,-0.993679,0.000485,0.15,-0.15,0.10,-90.39,-0.64,0.39
8.000,-0.003883,-0.983485,0.004369,0.06,0.23,-0.05,-90.36,-0.61,0.39
8.010,-0.005825,-0.993679,0.000971,-0.03,0.02,-0.03,-90.34,-0.57,0.39
8.020,0.000485,-0.987368,-0.001942,-0.11,-0.14,0.12,-90.33,-0.55,0.40
8.030,-0.001456,-0.988339,-0.003398,-0.15,-0.01,0.20,-90.33,-0.52,0.40
8.040,-0.005340,-0.991737,-0.007767,-0.17,0.11,0.07,-90.34,-0.49,0.40
8.050,-0.008738,-0.988339,-0.013107,-0.16,0.00,0.06,-90.36,-0.45,0.40
8.060,-0.006796,-0.990281,-0.018446,-0.05,-0.16,0.06,-90.38,-0.42,0.40
8.070,-0.005825,-0.989795,-0.013592,0.05,0.06,0.07,-90.40,-0.39,0.40
8.080,-0.004369,-0.989310,-0.013592,0.11,0.20,0.10,-90.41,-0.36,0.40
8.090,-0.009223,-0.992222,-0.008738,0.14,-0.07,0.04,-90.42,-0.32,0.40
8.100,-0.007767,-0.989310,-0.003398,0.13,-0.15,0.02,-90.41,-0.29,0.40
8.110,-0.005340,-0.988824,-0.005340,0.13,0.15,0.04,-90.40,-0.27,0.40
8.120,-0.018446,-0.994164,0.000971,0.10,-0.07,-0.06,-90.38,-0.22,0.40
8.130,-0.010194,-0.985912,0.003883,-0.02,-0.30,-0.17,-90.36,-0.19,0.40
8.140,-0.006796,-0.988824,0.001942,-0.13,0.21,-0.20,-90.34,-0.16,0.40
8.150,-0.008738,-0.975232,-0.011165,-0.18,0.40,-0.12,-90.35,-0.13,0.40
8.160,-0.010194,-0.995620,-0.012136,-0.01,0.05,0.10,-90.37,-0.10,0.40
8.170,-0.008738,-0.975718,-0.009709,0.07,-0.29,0.29,-90.38,-0.08,0.40
8.180,-0.011165,-0.997562,-0.009709,0.04,-0.08,0.16,-90.38,-0.05,0.40
8.190,-0.018446,-0.985912,-0.005340,0.04,0.17,-0.08,-90.38,-0.01,0.40
8.200,-0.012621,-0.994650,-0.007281,0.01,-0.03,-0.07,-90.38,0.02,0.40
8.210,-0.006796,-0.986397,-0.007767,0.06,-0.08,0.16,-90.38,0.04,0.40
8.220,-0.013592,-0.988824,0.000000,0.01,0.05,0.21,-90.37,0.07,0.40
8.230,-0.019417,-0.992222,0.000000,-0.08,0.04,0.07,-90.35,0.11,0.40
8.240,-0.014078,-0.989795,-0.011165,-0.07,-0.09,-0.03,-90.37,0.14,0.40
8.250,-0.009709,-0.987853,-0.008738,-0.01,-0.01,0.07,-90.37,0.16,0.41
8.260,-0.016019,-0.989310,-0.006796,-0.02,0.12,0.11,-90.37,0.19,0.41
8.270,-0.019903,-0.988339,-0.006796,0.01,-0.02,0.07,-90.37,0.23,0.41
8.280,-0.016990,-0.992222,-0.007767,0.00,-0.08,-0.01,-90.38,0.26,0.41
8.290,-0.015534,-0.988824,-0.009223,0.01,0.02,0.02,-90.38,0.28,0.41
8.300,-0.015534,-0.989795,-0.010194,0.03,0.04,0.04,-90.39,0.31,0.41
8.310,-0.017961,-0.986397,-0.005340,0.05,0.06,0.04,-90.39,0.34,0.41
8.320,-0.018446,-0.991737,-0.007281,0.01,-0.03,0.07,-90.39,0.37,0.41
8.330,-0.019417,-0.990766,-0.007281,0.03,-0.12,0.06,-90.39,0.39,0.41
8.340,-0.016990,-0.987853,-0.007281,0.04,0.03,-0.01,-90.39,0.42,0.41
8.350,-0.019417,-0.989310,-0.002427,0.04,0.13,-0.05,-90.38,0.45,0.41
8.360,-0.018932,-0.991737,-0.005340,-0.01,-0.05,0.05,-90.38,0.47,0.41
8.370,-0.014563,-0.987368,-0.004854,-0.05,-0.06,0.07,-90.37,0.49,0.41
8.380,-0.020388,-0.992708,-0.008738,-0.03,0.06,-0.05,-90.38,0.52,0.41
8.390,-0.017476,-0.988824,-0.009223,0.03,-0.19,0.14,-90.39,0.53,0.41
8.400,-0.008738,-0.987368,-0.003398,-0.01,-0.22,0.54,-90.38,0.53,0.42
8.410,-0.011165,-0.989795,-0.001942,-0.13,0.38,0.49,-90.37,0.54,0.42
8.420,-0.033980,-0.995620,-0.006311,-0.08,0.23,-0.00,-90.37,0.60,0.42
8.430,-0.026213,-0.992222,-0.014563,-0.07,-0.26,-0.23,-90.39,0.63,0.42
8.440,-0.005340,-0.988824,-0.015048,0.02,-0.08,0.09,-90.41,0.62,0.42
8.450,-0.017476,-0.982028,-0.006796,0.06,0.21,0.21,-90.41,0.64,0.42
8.460,-0.020874,-0.991252,-0.003883,0.06,-0.05,0.04,-90.40,0.66,0.42
8.470,-0.016505,-0.984455,-0.007281,0.04,-0.15,-0.09,-90.40,0.67,0.42
8.480,-0.011650,-0.991252,-0.004369,0.05,0.02,-0.01,-90.39,0.67,0.42
8.490,-0.009709,-0.988824,0.000000,0.01,0.11,0.11,-90.38,0.67,0.42
8.500,-0.015048,-0.991252,-0.004854,-0.04,0.02,0.07,-90.37,0.67,0.42
8.510,-0.012136,-0.991737,-0.011650,-0.02,-0.16,0.00,-90.39,0.67,0.42
8.520,-0.001456,-0.987853,-0.006796,0.03,0.07,0.02,-90.39,0.65,0.42
8.530,-0.008252,-0.988339,-0.004854,0.02,0.16,0.06,-90.38,0.65,0.42
8.540,-0.008738,-1.004844,-0.009709,-0.01,-0.31,0.22,-90.39,0.64,0.43
8.550,0.002427,-0.989310,0.000485,0.16,-0.27,0.43,-90.37,0.60,0.43
8.560,-0.004854,-0.968436,0.001456,-0.07,0.73,0.24,-90.35,0.60,0.43
8.570,-0.029126,-0.994650,-0.001456,-0.16,-0.15,-0.47,-90.34,0.64,0.43
8.580,0.010194,-0.997077,-0.011165,-0.15,-0.48,-0.30,-90.36,0.59,0.42
8.590,0.021844,-0.984941,-0.011165,-0.08,0.10,0.27,-90.37,0.51,0.43
8.600,-0.006311,-0.995135,-0.016505,0.02,0.14,0.21,-90.39,0.51,0.43
8.610,-0.002913,-0.988824,-0.012621,0.06,-0.15,-0.12,-90.41,0.49,0.43
8.620,0.014563,-0.989310,-0.007281,0.08,-0.04,-0.07,-90.41,0.44,0.43
8.630,0.016505,-0.989310,-0.008252,0.10,0.16,0.11,-90.41,0.38,0.43
8.640,0.006796,-0.987853,-0.003398,0.10,0.06,0.07,-90.40,0.35,0.43
8.650,0.011650,-0.990281,-0.002913,0.04,-0.12,-0.02,-90.39,0.31,0.43
8.660,0.021844,-0.992222,-0.004369,0.03,0.01,0.04,-90.38,0.25,0.43
8.670,0.021844,-0.987368,-0.000485,0.00,0.13,0.09,-90.37,0.19,0.43
8.680,0.016990,-0.988339,-0.003398,-0.06,-0.01,0.03,-90.36,0.14,0.43
8.690,0.025242,-0.989310,-0.009223,-0.09,-0.19,0.04,-90.37,0.08,0.43
8.700,0.032038,-0.990281,-0.010679,-0.04,0.06,0.11,-90.38,-0.00,0.43
8.710,0.029126,-0.989310,-0.010194,0.01,0.13,0.09,-90.39,-0.07,0.43
8.720,0.023301,-0.990281,-0.006311,-0.01,-0.15,-0.00,-90.39,-0.12,0.43
8.730,0.033009,-0.983970,-0.006796,-0.01,-0.03,-0.00,-90.39,-0.19,0.43
8.740,0.036893,-0.991252,-0.007767,-0.01,0.11,0.07,-90.39,-0.27,0.43
8.750,0.034951,-0.992708,-0.006311,0.01,-0.06,0.08,-90.39,-0.34,0.43
8.760,0.039320,-0.989795,-0.004854,-0.01,-0.05,0.01,-90.39,-0.42,0.43
8.770,0.041747,-0.987368,-0.005825,-0.03,0.13,-0.01,-90.38,-0.50,0.43
8.780,0.038835,-0.994650,-0.013107,0.02,-0.01,-0.00,-90.40,-0.57,0.43
8.790,0.044660,-0.986883,-0.010194,0.08,-0.06,0.06,-90.41,-0.65,0.43
8.800,0.046116,-0.989795,-0.009223,0.11,0.07,0.05,-90.41,-0.73,0.44
8.810,0.046116,-0.989310,-0.004854,0.10,0.03,0.03,-90.40,-0.80,0.44
8.820,0.046116,-0.989310,0.001456,0.01,-0.04,0.05,-90.38,-0.88,0.44
8.830,0.052427,-0.988824,-0.001942,0.00,-0.01,0.08,-90.37,-0.97,0.44
8.840,0.047572,-0.987368,-0.006311,0.00,0.02,0.08,-90.37,-1.04,0.44
8.850,0.049514,-0.988339,-0.000485,-0.03,-0.02,0.07,-90.36,-1.11,0.44
8.860,0.048543,-0.991252,-0.004369,-0.07,-0.01,0.07,-90.36,-1.18,0.44
8.870,0.051941,-0.987853,-0.006796,-0.07,-0.05,0.06,-90.36,-1.25,0.44
8.880,0.051941,-0.989310,-0.008738,-0.04,-0.07,0.12,-90.36,-1.32,0.44
8.890,0.051456,-0.988824,-0.006796,-0.02,-0.01,0.11,-90.37,-1.39,0.44
8.900,0.047572,-0.990281,-0.008252,-0.02,0.04,0.06,-90.37,-1.44,0.44
8.910,0.048543,-0.986883,-0.005825,-0.01,0.06,0.06,-90.37,-1.50,0.44
8.920,0.048543,-0.990281,-0.009223,-0.01,-0.01,0.07,-90.38,-1.55,0.44
8.930,0.046116,-0.988824,-0.011650,0.03,-0.08,0.05,-90.39,-1.60,0.44
8.940,0.046601,-0.991252,-0.005340,0.05,0.02,0.04,-90.38,-1.64,0.44
8.950,0.046116,-0.989795,-0.004854,0.01,0.06,0.05,-90.38,-1.68,0.45
8.960,0.045631,-0.983485,-0.009223,0.03,-0.03,0.08,-90.39,-1.72,0.45
8.970,0.040776,-0.989795,-0.007281,0.06,-0.01,0.06,-90.39,-1.74,0.45
8.980,0.040291,-0.990281,-0.005340,0.06,0.01,0.06,-90.38,-1.77,0.45
8.990,0.037864,-0.988339,-0.001456,0.04,0.02,0.07,-90.37,-1.78,0.45
9.000,0.039320,-0.985912,0.000485,-0.01,0.06,0.11,-90.35,-1.80,0.45
9.010,0.030582,-0.992222,-0.001456,-0.06,-0.06,0.06,-90.34,-1.80,0.45
9.020,0.030097,-0.986397,-0.008738,-0.07,-0.08,0.06,-90.35,-1.80,0.45
9.030,0.032524,-0.995620,-0.005825,-0.06,0.13,0.14,-90.35,-1.80,0.45
9.040,0.024757,-0.991737,-0.007767,-0.10,0.16,0.21,-90.36,-1.79,0.45
9.050,0.013107,-0.969893,-0.010679,-0.22,-0.22,0.19,-90.37,-1.75,0.46
9.060,0.009223,-0.995135,-0.013107,0.15,-0.13,-0.52,-90.38,-1.70,0.45
9.070,0.029611,-1.001446,-0.017476,0.13,0.54,-0.22,-90.41,-1.70,0.45
9.080,0.011650,-0.981057,-0.012621,0.21,0.00,0.39,-90.42,-1.65,0.45
9.090,0.002913,-0.991737,-0.001456,0.15,-0.32,0.35,-90.40,-1.60,0.46
9.100,-0.004369,-0.982999,0.000000,0.11,0.06,-0.13,-90.39,-1.52,0.45
9.110,-0.003883,-0.992708,-0.004854,0.06,0.10,-0.12,-90.38,-1.45,0.45
9.120,-0.016505,-1.016009,0.000485,0.15,-0.31,-0.08,-90.36,-1.36,0.45
9.130,-0.006311,-0.964067,-0.003398,-0.01,0.16,-0.50,-90.36,-1.29,0.45
9.140,0.002427,-1.009698,-0.009223,-0.08,0.29,0.37,-90.36,-1.24,0.45
9.150,-0.019417,-0.997077,-0.003398,0.02,-0.23,0.62,-90.36,-1.15,0.46
9.160,-0.033495,-0.982999,-0.001456,-0.06,-0.28,0.04,-90.35,-1.03,0.46
9.170,-0.026699,-0.986883,-0.006796,-0.05,0.25,-0.32,-90.35,-0.92,0.45
9.180,-0.025242,-0.996106,-0.010194,-0.06,0.20,-0.03,-90.36,-0.82,0.45
9.190,-0.033495,-0.986883,-0.010679,0.00,-0.16,0.32,-90.37,-0.72,0.46
9.200,-0.043689,-0.990766,-0.008252,0.01,-0.22,0.14,-90.37,-0.59,0.46
9.210,-0.040776,-0.987368,-0.002913,0.01,0.04,-0.07,-90.37,-0.47,0.46
9.220,-0.044174,-0.989310,-0.007281,0.02,0.17,-0.05,-90.37,-0.35,0.46
9.230,-0.050970,-0.993679,-0.010194,0.08,-0.12,0.11,-90.38,-0.22,0.46
9.240,-0.052427,-0.988824,-0.002913,0.07,-0.10,0.14,-90.37,-0.09,0.46
9.250,-0.052912,-0.986397,-0.007281,0.05,0.12,0.05,-90.37,0.04,0.46
9.260,-0.058252,-0.993679,-0.004369,0.07,0.03,0.05,-90.36,0.17,0.46
9.270,-0.059708,-0.985912,0.002913,0.01,-0.07,0.07,-90.34,0.30,0.46
9.280,-0.063592,-0.990766,0.002427,-0.06,0.05,0.04,-90.32,0.44,0.46
9.290,-0.065048,-0.988824,-0.009709,-0.09,-0.01,0.00,-90.33,0.57,0.46
9.300,-0.061650,-0.991737,-0.007767,-0.08,-0.08,0.09,-90.34,0.69,0.46
9.310,-0.066504,-0.992222,-0.007281,-0.07,0.06,0.13,-90.34,0.82,0.46
9.320,-0.071358,-0.989310,-0.014078,-0.01,0.06,0.00,-90.36,0.95,0.46
9.330,-0.071844,-0.992708,-0.010679,0.05,-0.01,-0.02,-90.37,1.08,0.46
9.340,-0.066990,-0.988339,-0.005340,0.06,-0.10,0.07,-90.37,1.19,0.46
9.350,-0.064077,-0.989310,-0.008252,0.06,-0.01,0.14,-90.37,1.29,0.47
9.360,-0.073300,-0.985912,-0.003398,0.08,0.15,-0.01,-90.36,1.41,0.47
9.370,-0.070388,-0.993193,0.000971,0.03,-0.02,-0.06,-90.35,1.51,0.47
9.380,-0.062621,-0.990281,-0.008738,0.01,-0.09,0.07,-90.35,1.60,0.47
9.390,-0.066990,-0.986883,-0.002913,0.01,0.03,0.11,-90.35,1.69,0.47
9.400,-0.067475,-0.992708,-0.004369,-0.01,0.02,0.06,-90.34,1.78,0.47
9.410,-0.065533,-0.989310,-0.006796,-0.02,-0.09,0.00,-90.34,1.86,0.47
9.420,-0.056796,-0.987368,-0.005825,-0.03,0.10,0.01,-90.34,1.92,0.47
9.430,-0.058252,-0.986883,-0.006311,-0.05,0.03,-0.00,-90.35,1.97,0.47
9.440,-0.055339,-0.992222,-0.011165,-0.01,-0.10,0.06,-90.36,2.02,0.47
9.450,-0.049999,-0.988824,-0.009709,-0.01,0.04,0.07,-90.37,2.06,0.47
9.460,-0.050970,-0.989310,-0.009223,0.03,0.09,0.01,-90.37,2.09,0.47
9.470,-0.046601,-0.994650,-0.004854,0.02,-0.13,-0.06,-90.37,2.12,0.47
9.480,-0.039320,-0.988824,-0.002913,-0.01,0.11,-0.14,-90.36,2.12,0.47
9.490,-0.038349,-0.958728,-0.005340,0.12,-0.11,0.03,-90.36,2.13,0.47
9.500,-0.014078,-1.039309,-0.010194,0.10,-0.11,0.89,-90.37,2.07,0.48
9.510,-0.042233,-0.972320,0.003398,0.00,0.11,0.29,-90.34,2.09,0.48
9.520,-0.034951,-0.986883,-0.000971,-0.08,0.08,-0.66,-90.33,2.09,0.47
9.530,-0.002427,-0.998048,-0.010679,-0.08,-0.09,-0.16,-90.34,2.01,0.47
9.540,0.003883,-1.002902,-0.015048,-0.14,-0.28,0.65,-90.37,1.92,0.48
9.550,0.002427,-0.964553,0.000000,-0.06,0.28,0.89,-90.35,1.84,0.49
9.560,-0.033980,-0.996106,0.003398,-0.05,-0.01,-0.72,-90.33,1.84,0.48
9.570,0.019903,-1.001446,-0.010679,-0.12,-0.15,-0.62,-90.34,1.72,0.47
9.580,0.035437,-0.982028,-0.018932,0.01,0.08,0.49,-90.37,1.57,0.48
9.590,0.010679,-0.996106,-0.014078,0.11,0.01,0.59,-90.39,1.48,0.48
9.600,0.008252,-0.986883,-0.003398,0.06,-0.14,-0.31,-90.38,1.40,0.48
9.610,0.037864,-0.988339,-0.004369,0.02,0.03,-0.26,-90.38,1.26,0.48
9.620,0.044660,-0.992708,-0.007281,0.04,0.08,0.22,-90.38,1.11,0.48
9.630,0.035922,-0.996106,-0.003398,0.04,0.06,0.18,-90.37,0.98,0.48
9.640,0.036893,-0.974261,-0.004854,0.15,-0.08,-0.20,-90.37,0.86,0.48
9.650,0.055825,-1.022319,-0.007281,-0.01,-0.48,0.12,-90.37,0.69,0.48
9.660,0.078640,-0.980572,0.000000,-0.05,0.40,0.58,-90.35,0.48,0.49
9.670,0.037378,-0.999018,0.000485,-0.04,0.43,-0.00,-90.34,0.38,0.49
9.680,0.057766,-0.980572,-0.010679,-0.11,-0.43,-0.35,-90.35,0.23,0.48
9.690,0.088349,-0.991737,-0.008738,-0.04,-0.08,0.00,-90.36,0.02,0.48
9.700,0.082038,-0.990281,-0.009709,0.01,0.32,0.31,-90.36,-0.17,0.49
9.710,0.064077,-0.988339,-0.008252,0.02,0.00,0.10,-90.37,-0.31,0.49
9.720,0.083980,-1.003387,-0.012136,-0.01,-0.46,0.07,-90.38,-0.50,0.49
9.730,0.095630,-0.966980,-0.007281,0.13,-0.10,0.26,-90.38,-0.70,0.49
9.740,0.093203,-1.001931,0.000000,0.13,0.63,0.23,-90.37,-0.88,0.49
9.750,0.076213,-0.967951,0.005340,-0.08,0.27,0.05,-90.34,-1.02,0.49
9.760,0.083980,-0.999989,-0.002913,-0.17,-0.54,-0.23,-90.33,-1.18,0.49
9.770,0.114076,-0.988339,-0.010194,-0.10,0.06,0.13,-90.35,-1.40,0.49
9.780,0.098057,-0.985912,-0.011165,0.00,0.39,0.21,-90.36,-1.56,0.50
9.790,0.086407,-0.993679,-0.009709,-0.02,-0.14,-0.01,-90.37,-1.70,0.49
9.800,0.102426,-0.989795,-0.013107,0.01,-0.25,-0.05,-90.38,-1.87,0.49
9.810,0.107280,-0.988824,-0.009709,0.07,0.21,0.18,-90.39,-2.04,0.50
9.820,0.093203,-0.988824,-0.005825,0.08,0.02,0.13,-90.39,-2.18,0.50
9.830,0.096115,-0.995135,-0.005825,0.06,-0.22,0.03,-90.38,-2.31,0.50
9.840,0.092232,-0.969893,-0.007281,-0.05,-0.12,-0.00,-90.39,-2.44,0.50
9.850,0.094659,-1.007271,-0.012621,0.06,-0.14,-0.11,-90.40,-2.56,0.50
9.860,0.099999,-0.969893,-0.004369,0.19,0.24,-0.13,-90.39,-2.69,0.50
9.870,0.090290,-1.006785,-0.000971,0.06,0.23,-0.04,-90.38,-2.78,0.49
9.880,0.091261,-0.979601,-0.002427,-0.02,-0.22,0.20,-90.37,-2.89,0.50
9.890,0.087863,-0.994650,-0.003398,-0.04,0.01,0.22,-90.36,-2.97,0.50
9.900,0.080582,-0.984941,0.000000,-0.06,0.16,0.08,-90.35,-3.04,0.50
9.910,0.074756,-0.990281,-0.009709,-0.07,-0.01,-0.02,-90.36,-3.09,0.50
9.920,0.056310,-0.982514,-0.005340,-0.01,-0.50,-0.29,-90.35,-3.10,0.50
9.930,0.085921,-1.015038,-0.017476,-0.10,0.48,-0.18,-90.38,-3.17,0.50
9.940,0.073786,-0.961640,-0.011650,0.06,0.56,0.21,-90.39,-3.21,0.50
9.950,0.049514,-1.006785,-0.009223,0.11,-0.54,0.40,-90.40,-3.20,0.50
9.960,0.051456,-0.986397,-0.005340,0.08,-0.39,0.12,-90.39,-3.20,0.50
9.970,0.050485,-0.986397,-0.008252,0.12,0.50,-0.14,-90.40,-3.18,0.50
9.980,0.039805,-0.997077,-0.007281,0.12,0.15,-0.01,-90.39,-3.14,0.50
9.990,0.032524,-0.984455,0.001456,0.06,-0.32,0.21,-90.38,-3.10,0.50
