time_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,roll_deg,pitch_deg,yaw_deg
0.400,-0.090947,-1.002867,0.004890,-0.10,0.13,-0.78,-90.18,4.04,-0.03
0.410,-0.067477,-1.000911,-0.007334,-0.16,0.02,-0.08,-90.19,4.04,-0.03
0.420,-0.052319,-1.016558,-0.007334,0.19,-0.06,0.93,-90.20,3.99,-0.02
0.430,-0.097793,-0.995532,-0.000489,-0.09,0.13,0.27,-90.19,4.06,-0.01
0.440,-0.088992,-1.003845,-0.007334,-0.20,-0.08,-0.85,-90.20,4.10,-0.02
0.450,-0.032272,-0.996999,-0.013691,-0.09,-0.01,-0.21,-90.23,4.01,-0.02
0.460,-0.037161,-0.994554,-0.016625,-0.02,0.07,0.45,-90.26,3.93,-0.02
0.470,-0.056231,-0.997977,-0.008801,0.05,-0.04,0.12,-90.27,3.91,-0.02
0.480,-0.042540,-1.000911,-0.005868,0.03,-0.04,-0.50,-90.27,3.85,-0.02
0.490,-0.011735,-0.922677,-0.007823,0.14,-0.06,1.93,-90.28,3.72,-0.01
0.500,0.003423,-1.046874,-0.007823,0.21,0.10,0.80,-90.28,3.57,0.00
0.510,-0.030805,-0.979885,0.011246,0.02,-0.09,-0.09,-90.24,3.49,0.00
0.520,0.005379,-1.039050,-0.002445,0.12,-0.13,-0.36,-90.24,3.34,-0.00
0.530,0.024448,-0.945658,0.001956,-0.16,0.26,0.19,-90.23,3.15,0.00
0.540,0.010268,-1.023892,-0.000489,-0.16,-0.03,0.00,-90.22,3.00,0.00
0.550,0.028360,-0.983308,-0.007334,-0.16,-0.14,-0.22,-90.23,2.81,-0.00
0.560,0.045963,-1.000911,-0.013691,-0.08,0.10,-0.09,-90.25,2.60,-0.00
0.570,0.049874,-0.993576,-0.011735,-0.02,0.15,0.00,-90.27,2.38,-0.00
0.580,0.051341,-0.992599,-0.006357,0.19,-0.08,-0.09,-90.27,2.17,-0.00
0.590,0.073345,-0.986731,-0.011735,-0.17,-0.39,0.27,-90.29,1.91,-0.00
0.600,0.067966,-0.999444,-0.004890,0.09,0.45,0.06,-90.29,1.68,-0.00
0.610,0.068944,-0.988687,0.002934,0.05,0.05,-0.34,-90.27,1.45,-0.00
0.620,0.092414,-1.022425,-0.006846,-0.15,-0.52,-0.04,-90.28,1.18,-0.00
0.630,0.116374,-0.985753,-0.000978,0.03,0.18,0.60,-90.27,0.87,0.00
0.640,0.078234,-1.003356,0.005868,-0.01,0.37,-0.29,-90.24,0.66,-0.00
0.650,0.103661,-0.998955,-0.006846,-0.18,-0.19,-0.57,-90.25,0.39,-0.01
0.660,0.131532,-0.996021,-0.008312,-0.11,-0.08,0.04,-90.26,0.08,-0.01
0.670,0.121263,-1.001400,-0.007823,-0.05,0.24,0.30,-90.27,-0.20,-0.00
0.680,0.104638,-0.995043,-0.007823,-0.03,-0.03,-0.04,-90.28,-0.43,-0.00
0.690,0.119307,-0.997977,-0.012713,-0.01,-0.14,-0.27,-90.29,-0.69,-0.01
0.700,0.135932,-0.999444,-0.011246,0.06,0.08,-0.07,-90.31,-0.97,-0.01
0.710,0.134954,-0.996021,-0.007823,0.11,0.07,0.13,-90.31,-1.24,-0.01
0.720,0.128109,-0.999444,-0.000978,0.05,-0.10,0.01,-90.30,-1.48,-0.01
0.730,0.134954,-0.996021,-0.004890,0.05,-0.04,-0.20,-90.30,-1.73,-0.01
0.740,0.143756,-0.995043,-0.001467,0.03,0.03,-0.08,-90.29,-1.99,-0.01
0.750,0.142778,-0.993087,-0.002445,0.00,0.05,0.13,-90.29,-2.24,-0.01
0.760,0.129576,-0.994065,0.002934,-0.05,-0.04,-0.09,-90.27,-2.45,-0.01
0.770,0.137399,-0.995043,0.000489,-0.13,-0.09,-0.17,-90.26,-2.67,-0.01
0.780,0.144245,-0.997488,-0.009290,-0.09,0.09,0.03,-90.27,-2.89,-0.01
0.790,0.134954,-0.999444,-0.010757,-0.06,0.03,0.08,-90.28,-3.08,-0.01
0.800,0.126153,-0.995532,-0.008801,-0.05,-0.07,-0.09,-90.29,-3.25,-0.01
0.810,0.132509,-0.992110,-0.008312,-0.01,0.06,-0.06,-90.30,-3.42,-0.01
0.820,0.130554,-0.996510,-0.012224,0.07,0.06,0.02,-90.32,-3.58,-0.01
0.830,0.121752,-0.996999,-0.010268,0.10,-0.08,-0.01,-90.33,-3.72,-0.01
0.840,0.118818,-0.998466,-0.005379,0.12,-0.04,-0.04,-90.32,-3.84,-0.01
0.850,0.114907,-0.995043,-0.000489,0.09,0.08,-0.02,-90.31,-3.95,-0.01
0.860,0.107572,-0.999444,0.002934,0.04,-0.00,-0.04,-90.29,-4.04,-0.01
0.870,0.104638,-0.996999,0.003912,-0.03,-0.11,0.03,-90.27,-4.12,-0.01
0.880,0.098771,-0.995043,-0.000489,-0.09,0.15,0.16,-90.26,-4.18,-0.01
0.890,0.072367,-0.988198,-0.000489,0.00,-0.22,-0.32,-90.25,-4.18,-0.01
0.900,0.089970,-1.023892,-0.009290,-0.18,0.15,-0.37,-90.27,-4.21,-0.02
0.910,0.084102,-0.986242,-0.016625,-0.09,0.20,0.20,-90.29,-4.24,-0.01
0.920,0.054764,-1.019492,-0.015647,0.06,-0.32,0.16,-90.32,-4.19,-0.01
0.930,0.055253,-0.998955,-0.011735,-0.21,-0.08,-0.50,-90.33,-4.15,-0.02
0.940,0.066988,-0.979885,-0.013202,0.15,0.56,-0.22,-90.35,-4.14,-0.02
0.950,0.046941,-1.016069,-0.011246,0.23,-0.02,0.34,-90.36,-4.08,-0.02
0.960,0.028360,-0.984775,0.002445,0.15,-0.37,0.13,-90.34,-3.98,-0.02
0.970,0.020537,-1.001889,0.003912,0.07,0.10,-0.19,-90.31,-3.87,-0.02
0.980,0.024448,-0.998955,0.001467,0.02,0.25,-0.15,-90.30,-3.77,-0.02
0.990,0.001467,-0.962283,0.002445,-0.18,-0.17,0.17,-90.28,-3.62,-0.02
1.000,-0.009779,-1.031716,0.000978,-0.22,-0.21,-0.27,-90.27,-3.46,-0.02
1.010,-0.002445,-0.979396,-0.009290,2.06,0.25,-0.06,-90.26,-3.31,-0.02
1.020,-0.043518,-1.055186,-0.011735,-0.24,-0.01,-0.32,-90.28,-3.09,-0.02
1.030,-0.017603,-0.940768,-0.011246,0.02,-0.11,-0.18,-90.30,-2.92,-0.03
1.040,-0.026404,-1.029271,-0.016136,0.06,-0.00,0.35,-90.32,-2.75,-0.02
1.050,-0.061121,-0.987220,-0.010268,0.11,0.11,-0.01,-90.33,-2.49,-0.02
1.060,-0.062587,-1.002378,-0.006846,0.14,-0.00,-0.22,-90.33,-2.25,-0.02
1.070,-0.058676,-0.995043,-0.004401,0.14,-0.12,-0.01,-90.33,-2.03,-0.02
1.080,-0.063565,-1.001400,-0.001956,0.13,0.16,0.21,-90.32,-1.80,-0.02
1.090,-0.102194,-0.958860,-0.000978,-0.02,-0.15,-0.08,-90.31,-1.48,-0.02
1.100,-0.081168,-1.032205,-0.000978,-0.07,-0.07,-0.53,-90.30,-1.25,-0.03
1.110,-0.078234,-0.974018,-0.003912,-0.06,0.18,0.05,-90.29,-1.01,-0.03
1.120,-0.097793,-0.999444,-0.006357,-0.02,-0.02,0.39,-90.30,-0.75,-0.02
1.130,-0.119796,-1.010201,-0.000489,-0.04,-0.25,0.05,-90.29,-0.45,-0.02
1.140,-0.119796,-0.932456,-0.006357,-0.09,0.06,-1.06,-90.29,-0.14,-0.03
1.150,-0.084591,-1.024381,-0.022492,-0.07,0.24,0.31,-90.33,0.06,-0.03
1.160,-0.119796,-0.989176,-0.007823,0.11,-0.12,0.85,-90.34,0.33,-0.02
1.170,-0.148645,-1.001400,0.000978,0.04,-0.10,-0.10,-90.32,0.66,-0.02
1.180,-0.129087,-0.998955,-0.007823,0.01,0.17,-0.67,-90.32,0.93,-0.03
1.190,-0.115396,-0.996510,-0.010268,0.05,0.11,-0.10,-90.33,1.15,-0.03
1.200,-0.127620,-0.992110,-0.002934,0.08,-0.15,0.38,-90.33,1.40,-0.03
1.210,-0.139844,-1.001889,0.000978,0.04,-0.04,-0.02,-90.31,1.66,-0.03
1.220,-0.134465,-0.997488,-0.000489,-0.03,0.15,-0.28,-90.30,1.90,-0.03
1.230,-0.129576,-0.994065,-0.004401,-0.04,0.03,-0.09,-90.30,2.12,-0.03
1.240,-0.131043,-0.998955,-0.007823,-0.02,-0.16,0.14,-90.31,2.34,-0.03
1.250,-0.137399,-0.995043,-0.003912,-0.07,0.04,0.01,-90.30,2.56,-0.03
1.260,-0.134465,-0.994554,-0.003912,-0.09,0.06,-0.21,-90.30,2.76,-0.03
1.270,-0.124686,-1.001400,-0.008312,-0.04,-0.08,-0.05,-90.31,2.94,-0.03
1.280,-0.121752,-0.995043,-0.009779,0.02,-0.06,0.14,-90.32,3.10,-0.03
1.290,-0.131043,-0.996510,-0.005379,0.00,0.06,-0.05,-90.32,3.27,-0.03
1.300,-0.120774,-0.996510,-0.004890,-0.01,0.06,-0.22,-90.32,3.42,-0.03
1.310,-0.110995,-0.999933,-0.007334,0.03,-0.00,-0.04,-90.32,3.54,-0.03
1.320,-0.116863,-0.997977,-0.006357,0.05,0.01,-0.15,-90.32,3.66,-0.04
1.330,-0.088992,-0.975974,-0.005379,0.05,0.03,0.48,-90.32,3.72,-0.03
1.340,-0.110017,-1.031227,0.001956,-0.01,-0.06,0.37,-90.30,3.82,-0.03
1.350,-0.110017,-0.984286,0.000489,-0.07,-0.02,-0.49,-90.29,3.92,-0.03
1.360,-0.080679,-1.002378,-0.004401,-0.13,0.08,-0.36,-90.29,3.95,-0.04
1.370,-0.052808,-1.028293,-0.010268,0.05,-0.05,0.68,-90.30,3.91,-0.03
1.380,-0.089481,-0.961794,-0.000978,-0.23,0.13,0.49,-90.29,3.97,-0.02
1.390,-0.087525,-1.017047,-0.004401,-0.19,-0.10,-0.60,-90.29,4.00,-0.03
1.400,-0.044985,-0.992599,-0.016136,-0.10,0.03,-0.59,-90.32,3.95,-0.04
1.410,-0.028849,-0.995043,-0.015647,0.00,0.09,0.40,-90.34,3.86,-0.03
1.420,-0.052319,-1.000911,-0.010757,0.06,-0.07,0.21,-90.35,3.82,-0.03
1.430,-0.044007,-1.005801,-0.004890,0.03,0.01,-0.52,-90.35,3.77,-0.04
1.440,0.004890,-0.924143,-0.009290,-0.06,0.05,-0.14,-90.36,3.61,-0.04
1.450,-0.002934,-1.048341,-0.004401,0.15,0.08,0.73,-90.35,3.47,-0.03
1.460,-0.028849,-0.979396,0.005868,0.03,-0.11,-2.16,-90.33,3.40,-0.05
1.470,0.025426,-1.011179,0.000000,0.01,0.04,-0.15,-90.31,3.20,-0.05
1.480,0.021025,-0.985753,-0.000489,-0.03,0.29,-0.05,-90.30,3.03,-0.05
1.490,0.016625,-1.011179,-0.003423,-0.16,-0.08,-0.10,-90.30,2.87,-0.05
1.500,0.032761,-0.990154,-0.008312,-0.13,-0.20,-0.06,-90.31,2.68,-0.05
1.510,0.045474,-1.001889,-0.011735,-0.09,0.10,-0.01,-90.32,2.47,-0.05
1.520,0.051830,-1.002867,-0.009290,-0.09,0.22,-0.21,-90.33,2.25,-0.06
1.530,0.063076,-0.976463,-0.006846,-0.09,-0.35,0.03,-90.34,2.01,-0.06
1.540,0.078234,-1.031227,-0.014669,0.12,0.01,0.42,-90.35,1.76,-0.05
1.550,0.062587,-0.978908,-0.002445,0.09,0.21,-0.24,-90.34,1.54,-0.05
1.560,0.085569,-1.012646,-0.004890,-0.01,-0.04,-0.37,-90.34,1.29,-0.06
1.570,0.119796,-1.008245,-0.006357,0.26,-0.04,0.46,-90.34,0.96,-0.05
1.580,0.085080,-0.982819,0.000978,-0.03,0.31,0.23,-90.32,0.73,-0.05
1.590,0.090947,-1.007756,0.000978,-0.13,-0.08,-0.50,-90.31,0.49,-0.06
1.600,0.122730,-0.995043,-0.010757,-0.10,-0.19,-0.11,-90.32,0.19,-0.06
1.610,0.004890,-0.997977,-0.008801,-0.02,0.14,0.24,-90.33,0.17,-0.06
1.620,0.111484,-0.996021,-0.004890,-0.02,0.12,0.02,-90.33,-0.09,-0.05
1.630,0.119307,-0.994554,-0.009779,-0.04,-0.13,-0.23,-90.34,-0.36,-0.06
1.640,0.139844,-0.998955,-0.009779,0.05,-0.03,-0.11,-90.35,-0.66,-0.06
1.650,0.138377,-0.994554,-0.007334,0.05,0.07,0.04,-90.35,-0.95,-0.06
1.660,0.132020,-0.996021,-0.006357,0.07,0.05,-0.01,-90.35,-1.22,-0.06
1.670,0.134954,-0.995043,-0.005379,0.06,-0.05,-0.16,-90.35,-1.48,-0.06
1.680,0.146200,-0.993087,-0.001956,0.06,0.05,-0.15,-90.34,-1.75,-0.06
1.690,0.147178,-0.999933,-0.003423,0.03,0.03,0.01,-90.33,-2.02,-0.06
1.700,0.140822,-0.994065,-0.002445,0.04,-0.02,0.04,-90.32,-2.26,-0.06
1.710,0.137399,-0.996021,0.001956,-0.05,0.01,-0.08,-90.31,-2.48,-0.06
1.720,0.148156,-0.996999,-0.002934,-0.07,0.02,-0.01,-90.30,-2.72,-0.06
1.730,0.144734,-0.996021,-0.005379,-0.07,-0.06,0.16,-90.30,-2.94,-0.06
1.740,0.134954,-0.998466,-0.009779,-0.07,-0.03,0.05,-90.31,-3.13,-0.06
1.750,0.134465,-0.995043,-0.008312,-0.07,0.03,-0.13,-90.32,-3.32,-0.06
1.760,0.137888,-0.996510,-0.014669,-0.02,0.06,-0.01,-90.34,-3.50,-0.06
1.770,0.130554,-0.996510,-0.010757,0.05,-0.01,0.11,-90.35,-3.66,-0.06
1.780,0.121263,-0.999444,-0.006357,0.05,-0.08,-0.01,-90.35,-3.79,-0.06
1.790,0.120285,-0.994065,-0.008312,0.08,0.05,-0.07,-90.36,-3.91,-0.06
1.800,0.118818,-0.997977,-0.000489,0.06,0.11,-0.01,-90.34,-4.03,-0.06
1.810,0.110017,-0.996510,-0.000489,0.04,-0.05,-0.01,-90.33,-4.12,-0.06
1.820,0.103661,-0.999444,-0.000978,-0.02,-0.05,0.05,-90.32,-4.19,-0.06
1.830,0.097304,-0.996999,-0.004401,-0.06,0.21,0.13,-90.32,-4.24,-0.06
1.840,0.076767,-0.989176,-0.003912,-0.09,-0.23,-0.22,-90.31,-4.25,-0.06
1.850,0.087525,-1.018514,-0.010757,-0.07,0.14,-0.44,-90.33,-4.28,-0.07
1.860,0.086547,-0.985264,-0.013691,-0.02,0.17,0.26,-90.35,-4.31,-0.06
1.870,0.056231,-1.040517,-0.011246,0.24,-0.24,0.07,-90.35,-4.26,-0.06
1.880,0.055253,-1.000422,-0.011246,-0.21,0.10,-0.55,-90.37,-4.22,-0.07
1.890,0.066988,-0.980863,-0.011246,0.08,0.49,-0.15,-90.38,-4.20,-0.07
1.900,0.040095,-1.012157,-0.003912,0.19,-0.11,0.32,-90.37,-4.12,-0.07
1.910,0.025915,-0.997488,0.004401,0.12,-0.36,0.19,-90.35,-4.02,-0.06
1.920,0.021514,-0.996021,0.002445,0.02,0.10,-0.19,-90.33,-3.91,-0.07
1.930,0.024937,-1.009712,0.002445,-0.07,0.29,0.06,-90.31,-3.81,-0.07
1.940,-0.017114,-0.972062,0.002445,0.01,-0.27,-0.19,-90.29,-3.62,-0.07
1.950,-0.002445,-1.025848,-0.009779,-0.10,-0.05,-0.23,-90.30,-3.47,-0.07
1.960,-0.008312,-0.977930,-0.010757,-0.09,0.24,0.16,-90.31,-3.31,-0.07
1.970,-0.032272,-0.959349,-0.012713,-0.16,-0.00,-0.44,-90.33,-3.10,-0.07
1.980,-0.020537,-1.001889,-0.012224,-0.02,-0.03,0.08,-90.35,-2.93,-0.07
1.990,-0.046941,-1.002867,-0.010757,0.07,-0.03,0.33,-90.36,-2.70,-0.07
2.000,-0.063565,-0.987709,-0.007823,0.09,0.07,-0.02,-90.36,-2.45,-0.07
2.010,-0.062587,-0.998955,-0.006357,0.09,-0.01,-0.15,-90.36,-2.20,-0.07
2.020,-0.064054,-0.996999,-0.002934,0.12,0.03,0.05,-90.35,-1.97,-0.07
2.030,-0.087036,-0.963261,0.000978,-0.06,-0.07,0.07,-90.34,-1.68,-0.07
2.040,-0.097304,-1.014113,-0.004890,0.12,-0.06,-0.49,-90.33,-1.40,-0.07
2.050,-0.076767,-0.983308,-0.003912,0.00,0.17,2.07,-90.33,-1.16,-0.05
2.060,-0.092414,-0.993087,-0.004401,-0.01,0.05,0.34,-90.33,-0.90,-0.05
2.070,-0.120285,-1.028293,-0.001956,-0.01,-0.14,-0.03,-90.32,-0.60,-0.05
2.080,-0.121752,-0.930989,-0.002934,-0.09,0.06,-0.95,-90.31,-0.28,-0.06
2.090,-0.087525,-1.009223,-0.015158,-0.06,0.16,0.06,-90.33,-0.07,-0.06
2.100,-0.113440,-1.001400,-0.006846,0.08,-0.08,0.80,-90.34,0.19,-0.05
2.110,-0.144245,-0.998955,-0.002445,0.03,-0.11,-2.13,-90.33,0.51,-0.07
2.120,-0.138866,-0.999933,-0.005379,-0.03,0.05,-0.62,-90.33,0.81,-0.08
2.130,-0.115885,-0.998955,-0.012713,0.00,0.12,-0.07,-90.34,1.04,-0.08
2.140,-0.125664,-0.990154,-0.006846,0.10,-0.06,0.41,-90.35,1.29,-0.08
2.150,-0.148645,-0.998466,0.000489,0.04,-0.10,0.06,-90.33,1.58,-0.07
2.160,-0.143267,-1.000911,-0.001956,-0.02,0.09,-0.34,-90.32,1.84,-0.08
2.170,-0.130554,-0.993576,-0.006846,-0.02,0.10,2.11,-90.32,2.07,-0.06
2.180,-0.135932,-0.996999,-0.004890,-0.01,-0.14,0.18,-90.32,2.29,-0.06
2.190,-0.141800,-0.995532,-0.004890,-0.07,-0.05,-0.01,-90.32,2.52,-0.06
2.200,-0.139844,-0.997977,-0.006846,-0.07,0.12,-0.18,-90.33,2.74,-0.06
2.210,-0.133976,-0.994554,-0.007823,-0.01,-0.00,-0.09,-90.33,2.94,-0.06
2.220,-0.127131,-0.996510,-0.006846,0.03,-0.10,0.11,-90.33,3.11,-0.06
2.230,-0.132509,-1.000422,-0.007823,0.01,0.06,-0.03,-90.34,3.29,-0.06
2.240,-0.133487,-0.993576,-0.005868,0.02,0.08,-0.23,-90.34,3.47,-0.06
2.250,-0.115885,-1.001400,-0.005379,0.02,-0.04,-0.07,-90.34,3.59,-0.06
2.260,-0.112462,-1.002867,-0.003912,0.02,-0.01,0.04,-90.33,3.70,-0.06
2.270,-0.122730,-0.997488,-0.003423,-0.02,0.05,-0.37,-90.33,3.84,-0.06
2.280,-0.084591,-0.986242,-0.007823,-0.01,0.03,0.39,-90.33,3.88,-0.06
2.290,-0.104638,-1.028293,-0.002934,0.01,-0.07,0.54,-90.32,3.96,-0.05
2.300,-0.107572,-0.976952,0.001467,-0.09,-0.02,-0.27,-90.31,4.05,-0.06
2.310,-0.087036,-1.014602,-0.006357,-0.15,0.06,-0.43,-90.31,4.08,-0.06
2.320,-0.052808,-0.989176,-0.007823,0.22,0.01,0.63,-90.32,4.04,-0.06
2.330,-0.089481,-0.990154,-0.004890,-0.08,0.13,0.32,-90.32,4.09,-0.05
2.340,-0.078234,-1.016069,-0.002445,-0.15,-0.09,-0.57,-90.31,4.10,-0.06
2.350,-0.044007,-0.983797,-0.010268,-0.09,0.02,-0.41,-90.32,4.04,-0.06
2.360,-0.033250,-0.877692,-0.016625,-0.02,0.06,0.26,-90.35,3.96,-0.06
2.370,-0.047919,-0.999933,-0.007334,0.05,-0.06,0.05,-90.35,3.92,-0.06
2.380,-0.040095,-0.994065,-0.008312,0.05,0.03,-0.55,-90.36,3.85,-0.06
2.390,0.009779,-1.027315,-0.013691,0.10,0.10,0.43,-90.37,3.68,-0.06
2.400,-0.018581,-1.003356,0.000000,0.10,0.01,0.37,-90.36,3.57,-0.06
2.410,-0.015647,-0.996999,-0.001956,-0.12,-0.24,-0.26,-90.35,3.46,-0.06
2.420,0.024448,-0.942724,0.000000,-0.13,0.15,0.00,-90.34,3.27,-0.06
2.430,0.017114,-1.016558,0.001956,-0.02,0.09,-0.12,-90.32,3.10,-0.06
2.440,0.029827,-0.994065,-0.000489,-0.15,-0.12,-0.15,-90.31,2.90,-0.06
2.450,0.045474,-0.996999,-0.008312,-0.12,-0.04,-0.01,-90.32,2.68,-0.06
2.460,0.050363,-1.003356,-0.012224,-0.12,0.03,0.01,-90.33,2.46,-0.06
2.470,0.063076,-0.958860,-0.009290,0.17,0.03,-0.14,-90.34,2.21,-0.06
2.480,0.084591,-1.026337,-0.010757,-0.17,0.01,0.39,-90.35,1.94,-0.06
2.490,0.065032,-0.995043,-0.005379,0.01,0.17,0.16,-90.35,1.71,-0.06
2.500,0.072856,-0.988198,-0.002934,-0.01,-0.04,-0.39,-90.34,1.47,-0.06
2.510,0.105127,-1.020958,-0.011735,0.16,-0.39,0.22,-90.35,1.17,-0.06
2.520,0.107572,-0.962772,0.001956,-0.09,0.35,0.37,-90.34,0.88,-0.06
2.530,0.082635,-1.010690,0.002445,-0.04,0.07,-0.37,-90.32,0.65,-0.06
2.540,0.117841,-0.992110,-0.005868,-0.09,-0.20,-0.36,-90.32,0.36,-0.06
2.550,0.137399,-1.005801,-0.009290,-0.02,0.04,0.17,-90.33,0.03,-0.06
2.560,0.117841,-0.990154,-0.003423,0.02,0.12,0.15,-90.32,-0.24,-0.06
2.570,0.115885,-0.991621,-0.005379,-0.05,-0.00,-0.26,-90.32,-0.50,-0.06
2.580,0.132020,-0.996999,-0.011735,-0.01,-0.07,-0.15,-90.34,-0.78,-0.06
2.590,0.143267,-0.999444,-0.007823,0.04,0.01,0.08,-90.34,-1.08,-0.06
2.600,0.138377,-0.995043,-0.007334,0.07,0.09,0.05,-90.34,-1.35,-0.06
2.610,0.135932,-0.996510,-0.007823,0.03,0.03,-0.21,-90.35,-1.60,-0.06
2.620,0.144245,-0.993576,-0.005379,0.04,0.03,-0.23,-90.35,-1.87,-0.07
2.630,0.155002,-0.996510,-0.003912,0.03,-0.00,0.09,-90.34,-2.15,-0.07
2.640,0.142778,-1.002867,-0.003912,0.01,0.02,-0.03,-90.34,-2.39,-0.07
2.650,0.141311,-0.993087,-0.005379,-0.02,0.02,-0.18,-90.34,-2.62,-0.07
2.660,0.150112,-0.997977,-0.005379,-0.01,0.08,-0.06,-90.33,-2.85,-0.07
2.670,0.153046,-1.000422,-0.006357,-0.03,-0.09,0.27,-90.34,-3.09,-0.07
2.680,0.136910,-0.998466,-0.004890,-0.03,-0.05,0.06,-90.33,-3.28,-0.07
2.690,0.136421,-0.993576,-0.004890,-0.05,0.01,-0.14,-90.33,-3.46,-0.07
2.700,0.138866,-0.998955,-0.009779,-0.03,0.03,-0.08,-90.34,-3.64,-0.07
2.710,0.137888,-0.997977,-0.005868,-0.02,0.03,0.10,-90.34,-3.80,-0.07
2.720,0.128598,-0.993576,-0.004890,-0.02,-0.04,0.06,-90.34,-3.95,-0.07
2.730,0.119796,-0.995532,-0.009290,0.00,-0.01,-0.13,-90.35,-4.06,-0.07
2.740,0.118818,-0.999444,-0.007823,0.00,-0.04,-0.10,-90.35,-4.17,-0.07
2.750,0.117841,-0.996999,-0.005379,0.02,0.06,0.06,-90.35,-4.28,-0.07
2.760,0.106594,-0.995043,-0.002445,0.00,-0.04,0.06,-90.34,-4.35,-0.07
2.770,0.098771,-0.996999,-0.003423,0.02,0.03,-0.01,-90.34,-4.40,-0.07
2.780,0.086058,-0.975974,-0.002934,-0.09,0.07,0.03,-90.33,-4.43,-0.07
2.790,0.080679,-0.990154,-0.005379,0.10,-0.08,-0.37,-90.33,-4.44,-0.07
2.800,0.091925,-1.014602,-0.013202,0.02,0.32,-0.20,-90.34,-4.46,-0.07
