time_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,roll_deg,pitch_deg,yaw_deg
4.630,-0.114968,-0.888436,-0.001957,0.06,0.02,-0.08,-90.27,6.47,-0.11
4.640,-0.089528,-1.035693,-0.004403,0.05,-0.08,0.54,-90.27,6.41,-0.11
4.650,-0.098335,-1.006828,0.000000,-0.15,-0.22,0.02,-90.26,6.37,-0.11
4.660,-0.067024,-0.935891,0.005871,-0.20,0.12,-0.04,-90.24,6.28,-0.11
4.670,-0.056261,-1.015145,-0.004403,-0.13,0.15,-0.21,-90.24,6.16,-0.11
4.680,-0.038649,-0.999490,-0.009295,-0.13,-0.10,-0.17,-90.25,6.00,-0.11
4.690,-0.019080,-1.013678,-0.010763,-0.13,-0.02,-0.12,-90.27,5.80,-0.11
4.700,0.015166,-0.997533,-0.008806,-0.14,0.08,0.50,-90.28,5.54,-0.11
4.710,-0.001468,-1.021505,-0.009785,-0.12,-0.05,0.22,-90.29,5.32,-0.11
4.720,0.016144,-0.930998,-0.001468,-0.11,0.01,-0.06,-90.29,5.07,-0.11
4.730,0.031311,-1.020038,-0.009785,0.01,0.02,-0.44,-90.30,4.79,-0.11
4.740,0.067513,-0.989706,-0.009785,0.03,-0.05,-0.06,-90.31,4.45,-0.11
4.750,0.070938,-0.989216,-0.008806,0.11,-0.08,0.14,-90.31,4.10,-0.11
4.760,0.091485,-1.017591,-0.003425,-0.08,-0.00,0.40,-90.31,3.73,-0.11
4.770,0.082190,-0.999001,0.000000,0.02,0.10,-0.16,-90.30,3.40,-0.11
4.780,0.118393,-0.956438,-0.000978,0.11,0.05,0.04,-90.29,2.98,-0.11
4.790,0.118393,-1.010742,0.002935,0.01,-0.02,-0.03,-90.27,2.59,-0.11
4.800,0.136005,-0.997533,-0.000489,-0.13,-0.10,-0.11,-90.26,2.18,-0.11
4.810,0.148725,-0.985302,-0.001468,-0.13,0.07,-0.09,-90.25,1.75,-0.11
4.820,0.152149,-1.016124,-0.010763,-0.14,0.06,-0.17,-90.27,1.34,-0.11
4.830,0.192266,-0.991173,-0.015655,-0.23,-0.17,0.38,-90.30,0.84,-0.11
4.840,0.172697,-1.021994,-0.013209,0.06,0.08,0.22,-90.31,0.43,-0.11
4.850,0.170740,-0.972093,-0.004403,0.08,0.10,-0.33,-90.31,0.01,-0.11
4.860,0.212814,-1.029333,-0.008806,0.31,-0.10,0.06,-90.32,-0.46,-0.11
4.870,0.198137,-0.972583,0.000000,0.12,0.26,0.26,-90.30,-0.90,-0.11
4.880,0.187374,-1.007318,0.000978,-0.02,-0.12,-0.29,-90.29,-1.28,-0.11
4.890,0.214281,-0.994598,-0.002935,-0.04,-0.11,-0.24,-90.28,-1.72,-0.11
4.900,0.221130,-0.999001,-0.000489,-0.05,0.16,0.17,-90.27,-2.15,-0.11
4.910,0.210367,-0.993619,-0.003425,-0.07,-0.00,0.05,-90.27,-2.54,-0.11
4.920,0.213792,-0.996555,-0.002446,-0.11,-0.20,-0.14,-90.27,-2.92,-0.11
4.930,0.224555,-0.989216,-0.012231,-0.03,-0.00,-0.06,-90.29,-3.32,-0.11
4.940,0.218684,-1.000958,-0.008806,0.02,0.15,0.01,-90.29,-3.68,-0.11
4.950,0.216727,-0.995576,-0.008317,0.04,-0.09,0.04,-90.30,-4.02,-0.11
4.960,0.214771,-0.999979,-0.005871,0.05,-0.14,-0.02,-90.30,-4.35,-0.11
4.970,0.214771,-0.992641,-0.008317,0.09,0.11,-0.08,-90.31,-4.66,-0.11
4.980,0.208411,-1.002425,-0.006360,0.06,0.06,0.03,-90.31,-4.94,-0.11
4.990,0.201072,-0.993130,-0.002446,0.03,-0.09,0.05,-90.30,-5.21,-0.11
5.000,0.194223,-0.997533,0.000000,0.01,-0.05,-0.04,-90.29,-5.44,-0.11
5.010,0.193245,-0.997044,-0.005381,-0.00,0.17,0.00,-90.29,-5.66,-0.11
5.020,0.169272,-0.964266,-0.006849,-0.20,-0.21,0.12,-90.30,-5.83,-0.11
5.030,0.164380,-1.019548,-0.009785,-0.02,-0.24,-0.44,-90.31,-5.97,-0.11
5.040,0.179546,-0.990684,-0.010763,0.09,0.42,-0.11,-90.32,-6.14,-0.12
5.050,0.142365,-1.021505,-0.009785,0.17,0.03,0.19,-90.33,-6.21,-0.11
5.060,0.139430,-0.953014,-0.003914,-0.02,-0.26,-0.41,-90.32,-6.29,-0.12
5.070,0.147257,-1.004382,-0.005381,0.07,0.27,-0.03,-90.32,-6.37,-0.12
5.080,0.121817,-1.008296,0.000000,0.08,0.14,0.26,-90.31,-6.39,-0.12
5.090,0.101270,-0.990195,0.004403,-0.00,-0.25,0.13,-90.29,-6.37,-0.11
5.100,0.097356,-1.009275,0.000978,-0.01,-0.00,-0.06,-90.27,-6.34,-0.11
5.110,0.073384,-0.972583,0.000000,0.03,0.05,-0.33,-90.26,-6.26,-0.12
5.120,0.075830,-1.023462,-0.011252,-0.05,0.12,-0.12,-90.28,-6.17,-0.12
5.130,0.041584,-1.004382,-0.008806,-0.13,-0.31,-0.06,-90.29,-6.03,-0.12
5.140,0.045009,-0.960841,-0.007828,0.15,0.13,-0.15,-90.29,-5.89,-0.12
5.150,0.022015,-1.014167,-0.010763,0.11,0.06,0.12,-90.30,-5.70,-0.12
5.160,0.007338,-0.988238,-0.007338,0.12,-0.13,0.18,-90.31,-5.49,-0.12
5.170,-0.005871,-0.992641,-0.000978,-0.03,-0.09,0.10,-90.30,-5.26,-0.12
5.180,-0.022015,-1.014167,-0.125242,0.04,0.08,-0.50,-90.57,-5.00,-0.12
5.190,-0.037181,-1.035693,-0.008317,0.16,0.07,-0.30,-90.56,-4.72,-0.13
5.200,-0.038160,-0.945675,-0.002935,0.10,-0.05,-0.09,-90.55,-4.44,-0.13
5.210,-0.051369,-1.018570,-0.005381,0.07,-0.02,0.40,-90.53,-4.14,-0.12
5.220,-0.081212,-0.991173,0.001468,0.05,0.04,0.18,-90.51,-3.79,-0.12
5.230,-0.089528,-1.012210,0.000978,0.02,0.01,-0.16,-90.49,-3.44,-0.12
5.240,-0.109098,-0.969647,0.000000,-0.06,-0.12,-0.39,-90.47,-3.04,-0.13
5.250,-0.100291,-1.031779,-0.010274,-0.13,0.04,-0.20,-90.47,-2.70,-0.13
5.260,-0.116925,-0.989216,-0.007828,-0.01,-0.00,0.19,-90.47,-2.32,-0.13
5.270,-0.135516,-0.949100,-0.005381,0.01,-0.05,-0.36,-90.47,-1.91,-0.13
5.280,-0.128667,-1.014167,-0.012720,0.04,-0.01,0.02,-90.48,-1.54,-0.13
5.290,-0.145300,-0.987259,-0.011741,0.08,0.02,0.26,-90.48,-1.14,-0.13
5.300,-0.163891,-1.000958,-0.005871,0.14,-0.02,0.00,-90.48,-0.73,-0.13
5.310,-0.165848,-0.993619,-0.001468,0.11,-0.05,-0.16,-90.46,-0.32,-0.13
5.320,-0.164380,-1.003404,-0.003914,0.08,0.07,-0.02,-90.45,0.07,-0.13
5.330,-0.177589,-0.976007,0.001468,-0.13,-0.05,0.22,-90.43,0.48,-0.13
5.340,-0.194712,-0.998022,0.004892,0.14,-0.16,-0.42,-90.40,0.90,-0.13
5.350,-0.175632,-1.002915,-0.005871,-0.07,0.36,-0.42,-90.40,1.26,-0.13
5.360,-0.183460,-0.985302,-0.006849,-0.03,-0.05,0.27,-90.40,1.63,-0.13
5.370,-0.198137,-1.011231,-0.009295,-0.00,-0.29,0.34,-90.40,2.01,-0.13
5.380,-0.201072,-0.991173,-0.003425,-0.04,0.05,-0.15,-90.40,2.39,-0.13
5.390,-0.199115,-0.999490,-0.007338,-0.05,0.18,-0.32,-90.40,2.74,-0.13
5.400,-0.191288,-0.994598,-0.008317,0.02,-0.11,0.13,-90.40,3.07,-0.13
5.410,-0.194223,-1.000469,-0.008317,0.06,-0.16,0.15,-90.40,3.38,-0.13
5.420,-0.193734,-0.998512,-0.004892,0.08,0.12,-0.15,-90.40,3.69,-0.13
5.430,-0.186885,-0.998512,-0.002446,0.03,0.12,-0.22,-90.39,3.97,-0.13
5.440,-0.179546,-0.990684,-0.003914,0.06,-0.12,0.05,-90.38,4.22,-0.13
5.450,-0.177589,-1.001447,0.001468,0.01,-0.06,0.04,-90.36,4.45,-0.13
5.460,-0.170740,-1.006828,0.000000,-0.09,-0.07,-0.01,-90.35,4.66,-0.13
5.470,-0.146768,-1.007807,-0.001468,0.24,0.05,0.42,-90.33,4.80,-0.13
5.480,-0.172697,-1.105652,0.000978,-0.08,0.21,0.05,-90.32,4.97,-0.13
5.490,-0.161934,-1.017102,-0.004403,-0.17,-0.15,-0.48,-90.32,5.13,-0.13
5.500,-0.134537,-0.985792,-0.010763,-0.12,-0.08,-0.07,-90.33,5.23,-0.13
5.510,-0.130134,-1.000469,-0.012231,-0.03,0.09,0.23,-90.35,5.32,-0.13
5.520,-0.131113,-0.998022,-0.007338,0.02,-0.02,0.01,-90.35,5.41,-0.13
5.530,-0.121817,-0.999001,-0.009295,0.02,-0.10,-0.31,-90.36,5.47,-0.14
5.540,-0.085615,-0.933444,-0.006360,0.08,0.04,-0.03,-90.36,5.46,-0.14
5.550,-0.086104,-1.038628,-0.005381,0.15,0.08,0.58,-90.35,5.43,-0.13
5.560,-0.101759,-0.986281,0.003914,0.02,-0.14,-0.16,-90.33,5.45,-0.13
5.570,-0.059686,-0.956438,0.001468,-0.13,0.11,-0.09,-90.31,5.38,-0.13
5.580,-0.054793,-1.004872,0.003425,-0.03,0.17,-0.08,-90.29,5.29,-0.13
5.590,-0.045498,-1.002425,-0.002935,-0.10,-0.09,-0.07,-90.29,5.18,-0.13
5.600,-0.029354,-0.991173,-0.007338,-0.09,-0.11,-0.09,-90.30,5.04,-0.13
5.610,-0.018591,-1.006828,-0.006360,-0.09,0.06,-0.24,-90.30,4.88,-0.14
5.620,0.012720,-1.024930,-0.010763,0.01,0.03,0.50,-90.31,4.66,-0.13
5.630,-0.007828,-1.005361,-0.008806,-0.04,-0.05,0.17,-90.32,4.49,-0.13
5.640,0.023483,-0.989706,-0.002935,0.03,-0.01,0.02,-90.31,4.25,-0.13
5.650,0.035714,-1.018081,-0.005381,0.02,0.04,-0.30,-90.31,4.00,-0.13
5.660,0.051858,-0.998022,-0.009785,0.01,-0.06,-0.16,-90.32,3.72,-0.13
5.670,0.069959,-0.988727,-0.007338,0.06,-0.03,0.12,-90.33,3.41,-0.13
5.680,0.067024,-0.990195,-0.004892,0.28,-0.06,-0.01,-90.32,3.12,-0.13
5.690,0.098824,-1.038139,-0.007338,0.01,-0.05,0.27,-90.33,2.78,-0.13
5.700,0.088550,-0.988727,0.001957,-0.01,0.19,-0.14,-90.31,2.46,-0.13
5.710,0.109098,-1.026887,-0.003914,-0.14,-0.31,-0.03,-90.31,2.12,-0.13
5.720,0.121328,-0.964266,0.000978,-0.18,0.13,0.24,-90.29,1.75,-0.13
5.730,0.113501,-1.006828,-0.002935,-0.10,0.06,-0.18,-90.29,1.42,-0.13
5.740,0.134048,-0.993130,-0.005381,-0.12,-0.09,-0.30,-90.29,1.06,-0.13
5.750,0.147257,-0.998512,-0.012720,-0.08,-0.08,0.10,-90.31,0.68,-0.13
5.760,0.148236,-0.998512,-0.011252,0.01,0.09,0.02,-90.32,0.31,-0.13
5.770,0.148725,-1.003893,-0.011741,0.04,0.03,-0.22,-90.34,-0.03,-0.14
5.780,0.162912,-0.959373,-0.010763,0.20,-0.37,-0.09,-90.35,-0.42,-0.14
5.790,0.184438,-1.052816,-0.007338,0.24,0.12,0.68,-90.35,-0.80,-0.13
5.800,0.152639,-0.972093,0.010274,0.14,0.19,0.09,-90.31,-1.12,-0.13
5.810,0.162912,-0.994598,0.005381,-0.06,-0.07,-0.51,-90.28,-1.45,-0.13
5.820,0.197158,-1.004872,-0.003914,-0.07,-0.08,-0.09,-90.28,-1.84,-0.14
5.830,0.187863,-0.995087,-0.004403,-0.07,0.09,0.25,-90.28,-2.19,-0.13
5.840,0.173186,-0.996555,-0.004403,-0.11,-0.03,0.07,-90.28,-2.50,-0.13
5.850,0.180525,-0.996065,-0.008317,-0.13,-0.19,-0.09,-90.29,-2.81,-0.13
5.860,0.187374,-0.992641,-0.013209,-0.05,0.02,0.03,-90.31,-3.13,-0.13
5.870,0.178079,-0.994109,-0.013209,0.08,0.14,-0.07,-90.33,-3.41,-0.13
5.880,0.172697,-0.996065,-0.008317,0.08,0.09,-0.21,-90.33,-3.66,-0.14
5.890,0.175143,-1.000469,-0.008806,0.12,-0.04,-0.13,-90.34,-3.91,-0.14
5.900,0.175143,-0.991662,-0.000489,0.10,-0.04,0.15,-90.32,-4.16,-0.14
5.910,0.162423,-0.993130,0.000489,0.08,-0.03,0.09,-90.31,-4.36,-0.13
5.920,0.156553,-0.994598,0.003425,0.03,0.02,-0.10,-90.29,-4.55,-0.14
5.930,0.157531,-0.998022,0.001957,-0.04,-0.01,-0.09,-90.27,-4.72,-0.14
5.940,0.132091,-1.012699,-0.002446,-0.20,-0.29,-0.38,-90.27,-4.84,-0.14
5.950,0.157531,-0.946164,-0.008806,0.02,0.26,-0.17,-90.28,-5.02,-0.14
5.960,0.136494,-1.036182,-0.012720,-0.00,0.07,0.42,-90.30,-5.12,-0.14
5.970,0.117904,-0.984813,-0.007828,0.04,-0.25,0.20,-90.30,-5.19,-0.14
5.980,0.111544,-0.993619,-0.005381,0.05,0.09,-0.21,-90.30,-5.23,-0.14
5.990,0.112522,-0.999979,-0.007828,0.05,0.22,-0.19,-90.31,-5.28,-0.14
6.000,0.098824,-0.999979,-0.005871,0.08,-0.11,0.12,-90.31,-5.30,-0.14
6.010,0.090996,-0.976496,0.000000,-0.05,-0.16,0.26,-90.30,-5.30,-0.14
6.020,0.066535,-1.000958,-0.000978,0.01,0.17,-0.48,-90.29,-5.24,-0.14
6.030,0.074852,-1.005361,-0.005381,0.01,0.29,-0.30,-90.29,-5.19,-0.14
6.040,0.041584,-1.021994,-0.005381,0.19,-0.40,0.05,-90.29,-5.08,-0.14
6.050,0.046477,-0.986281,-0.001957,0.16,0.01,-0.13,-90.28,-4.99,-0.14
6.060,0.036203,-1.018081,-0.000489,-0.00,0.27,0.04,-90.27,-4.87,-0.14
6.070,0.018101,-0.993619,-0.005381,0.03,-0.09,0.12,-90.27,-4.72,-0.14
6.080,0.006360,-0.991662,0.000000,-0.00,-0.11,0.04,-90.26,-4.54,-0.14
6.090,0.004403,-1.016613,-0.000489,-0.06,0.12,0.13,-90.25,-4.37,-0.14
6.100,-0.028375,-0.979432,-0.000978,-0.00,-0.01,-0.34,-90.24,-4.13,-0.14
6.110,-0.016144,-1.010742,-0.012720,-0.04,0.02,-0.13,-90.26,-3.93,-0.15
6.120,-0.053815,-1.041074,-0.011741,0.07,-0.10,-0.23,-90.28,-3.65,-0.15
6.130,-0.045498,-0.952524,-0.009295,0.10,0.06,-0.13,-90.29,-3.40,-0.15
6.140,-0.057240,-1.031779,-0.008806,0.13,-0.01,0.22,-90.29,-3.13,-0.15
6.150,-0.075341,-0.986281,-0.004892,0.13,-0.05,0.08,-90.29,-2.83,-0.15
6.160,-0.084636,-1.001936,0.002446,0.08,-0.07,-0.11,-90.27,-2.53,-0.15
6.170,-0.082190,-1.004382,0.002446,0.06,0.21,0.02,-90.26,-2.24,-0.15
6.180,-0.112522,-0.962309,0.002935,-0.16,-0.15,-0.16,-90.24,-1.88,-0.15
6.190,-0.102738,-1.041074,-0.002935,-0.10,-0.09,-0.32,-90.24,-1.58,-0.15
6.200,-0.100291,-0.975029,-0.009785,-0.09,0.11,0.19,-90.25,-1.28,-0.15
6.210,-0.120839,-1.024441,-0.009785,-0.01,0.03,0.09,-90.27,-0.96,-0.15
6.220,-0.133559,-0.944697,-0.006360,-0.03,-0.15,-0.76,-90.27,-0.60,-0.16
6.230,-0.107141,-1.007318,-0.013698,0.07,0.04,0.03,-90.29,-0.34,-0.16
6.240,-0.132091,-1.000958,-0.006849,0.15,0.03,0.57,-90.29,-0.02,-0.15
6.250,-0.159488,-0.994109,0.000000,0.12,-0.05,0.02,-90.28,0.34,-0.15
6.260,-0.152149,-1.000958,0.001957,0.06,0.01,-0.37,-90.26,0.67,-0.15
6.270,-0.139919,-0.994109,-0.000978,0.02,0.01,0.01,-90.26,0.97,-0.15
6.280,-0.149703,-0.999490,0.000000,0.01,-0.00,0.22,-90.24,1.27,-0.15
6.290,-0.160466,-0.996555,0.001957,-0.06,-0.07,0.02,-90.23,1.58,-0.15
6.300,-0.154106,-0.999490,-0.003914,-0.11,0.03,-0.16,-90.23,1.87,-0.15
6.310,-0.151171,-0.997044,-0.006849,-0.10,0.06,-0.08,-90.24,2.14,-0.15
6.320,-0.150193,-0.999001,-0.007338,-0.05,-0.07,0.12,-90.25,2.40,-0.15
6.330,-0.155085,-0.997533,-0.004403,-0.04,-0.04,-0.01,-90.25,2.66,-0.15
6.340,-0.152639,-0.999979,-0.008806,-0.05,0.08,-0.17,-90.26,2.90,-0.16
6.350,-0.140408,-0.994598,-0.011741,-0.00,0.06,-0.06,-90.28,3.10,-0.16
6.360,-0.141387,-0.998022,-0.010763,0.08,-0.10,0.12,-90.29,3.30,-0.15
6.370,-0.144811,-1.004382,-0.007828,0.08,-0.04,-0.09,-90.29,3.50,-0.16
6.380,-0.135027,-0.993619,-0.007828,0.08,0.11,-0.19,-90.30,3.67,-0.16
6.390,-0.129156,-0.996065,-0.004403,0.09,-0.00,-0.08,-90.30,3.82,-0.16
6.400,-0.121328,-0.999001,-0.004403,0.09,-0.10,0.07,-90.29,3.94,-0.16
6.410,-0.121328,-0.995576,0.002935,0.05,0.03,-0.01,-90.27,4.06,-0.16
6.420,-0.117904,-1.008296,0.000978,-0.04,0.05,-0.34,-90.26,4.16,-0.16
6.430,-0.083658,-0.928063,-0.002935,-0.02,-0.01,-0.02,-90.26,4.20,-0.16
6.440,-0.082190,-1.053794,0.000000,-0.04,-0.02,0.86,-90.25,4.21,-0.15
6.450,-0.110565,-0.982367,0.005381,-0.13,-0.15,0.08,-90.23,4.30,-0.15
6.460,-0.089528,-1.006339,-0.001957,-0.19,0.05,-0.66,-90.22,4.33,-0.16
6.470,-0.040606,-1.016124,-0.014188,0.17,0.04,0.47,-90.25,4.25,-0.15
6.480,-0.069959,-0.977964,-0.008806,0.01,0.05,0.47,-90.26,4.25,-0.15
6.490,-0.071916,-1.018570,-0.009785,-0.07,-0.18,-0.42,-90.27,4.24,-0.15
6.500,-0.035224,-0.986281,-0.012720,0.01,-0.01,-0.46,-90.29,4.15,-0.16
6.510,-0.016144,-1.127178,-0.016144,0.09,0.14,0.13,-90.31,4.02,-0.16
6.520,-0.028375,-1.001447,-0.004892,0.13,-0.11,0.07,-90.31,3.92,-0.16
6.530,-0.020548,-0.972583,-0.000978,0.24,-0.12,-0.36,-90.29,3.81,-0.16
6.540,0.017123,-1.042053,-0.005871,0.16,0.16,0.42,-90.29,3.62,-0.16
6.550,-0.001957,-0.996065,0.006849,0.04,-0.02,0.22,-90.27,3.48,-0.15
6.560,0.008806,-1.014167,-0.004892,-0.12,-0.32,-0.16,-90.27,3.32,-0.15
6.570,0.031311,-0.956438,0.000489,-0.20,0.19,0.04,-90.26,3.11,-0.15
6.580,0.036692,-1.018081,-0.002446,-0.13,0.04,-0.19,-90.25,2.91,-0.16
6.590,0.053326,-0.990195,-0.003914,-0.14,-0.13,-0.13,-90.25,2.67,-0.16
6.600,0.064089,-0.998022,-0.009295,-0.11,-0.05,0.09,-90.27,2.41,-0.16
6.610,0.063599,-1.003404,-0.010274,-0.06,0.07,-0.09,-90.28,2.17,-0.16
6.620,0.068492,-0.961820,-0.008806,0.18,-0.16,-0.21,-90.29,1.92,-0.16
6.630,0.106162,-1.010253,-0.013209,-0.15,-0.12,0.40,-90.31,1.60,-0.16
6.640,0.084147,-1.003404,-0.007338,0.09,0.27,0.29,-90.31,1.35,-0.15
6.650,0.075341,-0.988238,0.002446,0.03,-0.04,-0.37,-90.29,1.12,-0.16
6.660,0.106162,-1.029822,-0.013209,-0.08,-0.37,-0.08,-90.31,0.84,-0.16
6.670,0.133559,-0.963777,-0.002935,0.19,0.17,0.65,-90.30,0.49,-0.15
6.680,0.090018,-1.001447,0.009785,0.10,0.17,-0.03,-90.27,0.26,-0.15
6.690,0.108119,-1.001936,-0.003914,-0.15,-0.28,-0.65,-90.27,0.01,-0.16
6.700,0.147746,-0.997533,-0.008806,-0.09,-0.01,-0.08,-90.28,-0.33,-0.16
6.710,0.135516,-1.000958,-0.001957,-0.02,0.18,0.36,-90.27,-0.63,-0.15
6.720,0.120350,-0.992152,-0.005871,-0.08,-0.05,-0.11,-90.28,-0.88,-0.16
6.730,0.134537,-0.995087,-0.010274,-0.05,-0.12,-0.33,-90.29,-1.15,-0.16
6.740,0.146768,-1.002915,-0.015166,0.06,0.07,0.02,-90.31,-1.44,-0.16
6.750,0.137473,-0.995576,-0.006360,0.11,0.05,0.17,-90.31,-1.69,-0.16
6.760,0.130134,-0.994598,-0.003425,0.09,-0.06,-0.06,-90.31,-1.93,-0.16
6.770,0.138451,-0.996065,-0.004403,0.09,-0.05,-0.19,-90.30,-2.17,-0.16
6.780,0.142854,-0.999490,-0.000489,0.06,0.02,0.05,-90.29,-2.40,-0.16
6.790,0.131602,-0.994598,0.000000,0.03,0.05,0.11,-90.28,-2.61,-0.16
6.800,0.126710,-0.998022,0.002935,-0.02,-0.03,-0.08,-90.26,-2.79,-0.16
6.810,0.132580,-0.993619,-0.001468,-0.11,-0.05,-0.13,-90.26,-2.99,-0.16
6.820,0.133559,-0.998022,-0.009295,-0.11,0.08,0.05,-90.27,-3.17,-0.16
6.830,0.121328,-0.998022,-0.010763,-0.04,0.01,0.05,-90.28,-3.32,-0.16
6.840,0.118882,-0.999001,-0.007338,-0.00,-0.07,-0.05,-90.29,-3.46,-0.16
6.850,0.117904,-0.990195,-0.008806,0.03,0.02,-0.06,-90.30,-3.59,-0.16
6.860,0.111054,-1.000469,-0.009785,0.08,0.02,-0.03,-90.31,-3.70,-0.16
6.870,0.103227,-0.993619,-0.004892,0.09,-0.06,0.02,-90.30,-3.79,-0.16
6.880,0.098824,-1.001447,-0.004892,0.07,-0.01,0.01,-90.30,-3.87,-0.16
6.890,0.095888,-0.997533,0.000000,0.08,0.10,0.03,-90.29,-3.93,-0.16
6.900,0.079744,-0.983835,0.000000,-0.14,-0.03,0.03,-90.28,-3.96,-0.16
6.910,0.071916,-0.990195,-0.000489,0.06,-0.32,-0.35,-90.27,-3.97,-0.16
6.920,0.081701,-1.011721,-0.011741,-0.03,0.30,-0.17,-90.29,-3.99,-0.16
6.930,0.068003,-0.989216,-0.007828,0.02,0.18,0.31,-90.29,-3.99,-0.16
6.940,0.047455,-1.007318,-0.002446,0.08,-0.33,0.18,-90.29,-3.94,-0.16
6.950,0.044030,-0.973072,-0.006849,-0.24,-0.24,-0.52,-90.29,-3.89,-0.17
6.960,0.057240,-0.959373,-0.011252,0.14,0.74,-0.40,-90.31,-3.86,-0.17
6.970,0.037181,-1.025419,-0.013209,0.18,-0.07,0.41,-90.32,-3.79,-0.17
6.980,0.015655,-0.986281,0.001957,0.09,-0.42,0.26,-90.30,-3.68,-0.16
6.990,0.011741,-0.989706,0.004892,0.07,0.26,-0.26,-90.28,-3.56,-0.17
7.000,0.008806,-1.002425,0.000489,-0.03,0.26,-0.29,-90.27,-3.43,-0.17
7.010,0.005871,-1.001447,-0.003425,0.01,-0.20,0.19,-90.26,-3.31,-0.17
7.020,-0.028864,-0.956438,0.000489,-0.22,-0.28,0.15,-90.25,-3.11,-0.16
7.030,-0.025929,-1.024930,-0.004892,-0.11,0.34,-0.64,-90.26,-2.93,-0.17
7.040,-0.016634,-0.992152,-0.009785,-0.09,0.16,-0.20,-90.27,-2.77,-0.17
7.050,-0.029354,-0.994598,-0.011741,0.08,-0.27,0.48,-90.29,-2.59,-0.17
7.060,-0.060175,-1.009764,-0.002935,-0.06,-0.13,-0.41,-90.28,-2.36,-0.17
7.070,-0.033267,-0.998022,-0.007338,0.02,0.36,-0.23,-90.29,-2.18,-0.17
7.080,-0.050390,-1.009764,-0.013698,0.10,-0.05,0.39,-90.31,-1.98,-0.17
7.090,-0.071427,-0.987259,0.001957,0.15,-0.24,0.25,-90.29,-1.74,-0.17
7.100,-0.074852,-1.004872,-0.001957,0.07,-0.02,-0.18,-90.28,-1.50,-0.17
7.110,-0.072406,-0.990195,-0.002935,0.05,0.20,-0.17,-90.27,-1.27,-0.17
7.120,-0.077298,-1.001936,-0.000489,0.06,-0.01,0.10,-90.26,-1.04,-0.17
7.130,-0.084147,-0.999490,0.000978,0.02,-0.20,0.20,-90.25,-0.81,-0.17
7.140,-0.090507,-0.997533,0.000978,-0.02,0.15,0.11,-90.24,-0.57,-0.17
7.150,-0.114968,-0.973072,-0.007338,-0.17,-0.25,-0.30,-90.25,-0.28,-0.17
7.160,-0.092464,-1.007807,-0.008806,-0.11,0.02,-0.52,-90.26,-0.06,-0.18
7.170,-0.086593,-0.989216,-0.010763,-0.05,0.23,0.17,-90.27,0.15,-0.17
7.180,-0.103716,-1.001936,-0.011741,-0.00,-0.02,0.33,-90.29,0.38,-0.17
7.190,-0.113501,-1.001447,-0.008317,0.05,-0.19,-0.01,-90.30,0.62,-0.17
7.200,-0.103716,-0.994598,-0.005381,0.07,0.01,-0.20,-90.30,0.83,-0.17
7.210,-0.100291,-0.999979,-0.007338,0.06,0.21,-0.09,-90.30,1.03,-0.17
7.220,-0.107630,-0.996555,-0.005381,0.09,-0.01,0.08,-90.30,1.24,-0.17
7.230,-0.106651,-0.999490,-0.003425,0.09,-0.19,0.01,-90.30,1.43,-0.17
7.240,-0.102248,-0.995576,0.000000,0.06,0.13,-0.04,-90.28,1.61,-0.17
7.250,-0.107141,-0.999001,0.004403,0.01,0.15,-0.05,-90.26,1.79,-0.17
7.260,-0.106651,-0.998022,0.000000,-0.01,-0.14,-0.02,-90.25,1.96,-0.17
7.270,-0.101270,-0.995087,0.002446,-0.07,-0.05,-0.04,-90.24,2.11,-0.17
7.280,-0.096867,-1.000958,-0.007338,-0.10,0.11,-0.04,-90.24,2.25,-0.17
7.290,-0.097845,-0.999979,-0.008806,-0.07,0.02,0.00,-90.26,2.38,-0.17
7.300,-0.098824,-0.996555,-0.006360,-0.06,-0.19,-0.02,-90.26,2.51,-0.18
7.310,-0.088550,-1.000469,-0.007828,-0.04,0.01,-0.08,-90.27,2.62,-0.18
7.320,-0.085615,-0.999001,-0.010274,0.01,0.13,-0.09,-90.28,2.71,-0.18
7.330,-0.075341,-0.997044,-0.008806,0.05,-0.11,-0.02,-90.29,2.77,-0.18
7.340,-0.068492,-1.014656,-0.009785,-0.02,-0.33,0.31,-90.30,2.81,-0.17
7.350,-0.054793,-1.000469,-0.002446,0.26,0.37,0.48,-90.29,2.83,-0.17
7.360,-0.088061,-0.997533,0.004892,0.01,0.30,-0.26,-90.27,2.92,-0.17
7.370,-0.068981,-1.012699,-0.006849,-0.08,-0.38,-0.51,-90.27,2.96,-0.18
7.380,-0.034735,-0.986770,-0.006360,-0.03,-0.17,0.19,-90.28,2.92,-0.17
7.390,-0.046966,-0.997044,-0.002935,-0.00,0.30,0.32,-90.27,2.91,-0.17
7.400,-0.056750,-0.999001,-0.002935,-0.04,-0.07,-0.17,-90.27,2.92,-0.17
7.410,-0.035224,-0.997044,-0.011252,-0.04,-0.19,-0.33,-90.29,2.89,-0.18
7.420,-0.015655,-0.994598,-0.010274,0.03,0.12,-0.02,-90.30,2.81,-0.18
7.430,-0.022994,-0.999001,-0.000978,0.04,0.08,0.12,-90.29,2.75,-0.18
7.440,-0.021037,-1.001936,-0.006360,0.03,-0.10,-0.22,-90.29,2.69,-0.18
