time_s,ax1_g,ay1_g,az1_g,gx1_dps,gy1_dps,gz1_dps,ax2_g,ay2_g,az2_g,gx2_dps,gy2_dps,gz2_dps
1.000,-0.101016,-0.014152,-0.969656,1.19,-2.59,0.35,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.020,-0.104432,-0.012200,-0.969168,1.54,-3.15,0.21,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.040,-0.102968,-0.013664,-0.967704,1.19,-2.87,0.21,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.060,-0.104432,-0.017568,-0.971120,1.68,-2.87,0.42,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.080,-0.103944,-0.015128,-0.967216,1.26,-2.94,0.21,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.100,-0.100040,-0.014152,-0.971120,1.40,-3.01,0.21,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.120,-0.101016,-0.014152,-0.972096,1.26,-2.94,0.21,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.140,-0.104920,-0.015616,-0.967216,1.47,-3.01,0.28,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.160,-0.101016,-0.017568,-0.968192,1.33,-2.94,0.35,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.180,-0.101992,-0.013664,-0.967704,1.33,-3.01,0.07,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.200,-0.101504,-0.013664,-0.971120,1.26,-2.94,0.28,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.220,-0.102968,-0.015616,-0.967704,1.47,-3.08,0.35,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.240,-0.103456,-0.013664,-0.969168,1.19,-3.01,0.14,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.260,-0.102968,-0.012688,-0.966240,1.40,-3.01,0.21,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.280,-0.104432,-0.014152,-0.970144,1.19,-3.01,0.28,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.300,-0.103944,-0.015128,-0.966728,1.68,-2.87,0.35,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.320,-0.101992,-0.015616,-0.970632,1.26,-2.94,0.28,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.340,-0.105408,-0.017080,-0.966240,1.54,-3.01,0.14,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.360,-0.103456,-0.011712,-0.972584,1.26,-2.66,0.42,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.380,-0.103944,-0.015616,-0.964288,1.47,-3.15,0.21,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.400,-0.102968,-0.014152,-0.971608,1.26,-2.80,0.21,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.420,-0.102968,-0.013664,-0.966240,1.47,-3.15,0.14,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.440,-0.102968,-0.014640,-0.969656,1.12,-2.87,0.14,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.460,-0.103456,-0.013176,-0.967216,1.61,-3.15,0.28,0.000000,0.000000,0.000000,0.00,0.00,0.00
1.480,-0.103456,-0.015616,-0.971608,1.05,-3.01,0.14,0.000000,0.000000,0.000000,0.00,0.00,0.00
