time_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
1.480,0.020984,0.042944,-0.983808,-11.41,4.62,574.28
1.500,0.024400,0.046848,-0.984784,-10.50,3.71,573.65
1.520,0.024400,0.046360,-0.988200,-9.80,4.06,573.09
1.540,0.020984,0.046360,-0.978440,-11.20,3.99,572.32
1.560,0.020008,0.047824,-0.987224,-11.20,4.13,571.97
1.580,0.024888,0.045384,-0.986248,-10.36,3.92,571.20
1.600,0.025376,0.043920,-0.976976,-10.01,4.41,570.78
1.620,0.025864,0.045384,-0.983320,-11.97,4.76,570.08
1.640,0.028304,0.046848,-0.982832,-11.55,4.41,569.66
1.660,0.024888,0.045384,-0.970144,-11.69,4.83,568.96
1.680,0.027328,0.045384,-0.972584,-10.99,3.71,568.47
1.700,0.028792,0.042944,-0.980880,-11.06,4.83,567.91
1.720,0.027328,0.043432,-0.977464,-11.55,3.92,567.28
1.740,0.028792,0.040504,-0.984296,-12.11,3.85,566.79
1.760,0.030744,0.039040,-0.980880,-11.41,3.78,566.09
1.780,0.029280,0.040504,-0.981368,-12.25,3.71,565.60
1.800,0.028792,0.040504,-0.977952,-11.27,3.50,564.97
1.820,0.026352,0.038064,-0.975024,-9.94,4.27,564.55
1.840,0.027816,0.041968,-0.983320,-10.85,3.57,563.85
1.860,0.028792,0.038064,-0.978928,-11.06,3.29,563.29
1.880,0.028304,0.036600,-0.983808,-11.20,4.34,562.59
1.900,0.025376,0.035624,-0.981856,-10.36,3.57,562.10
1.920,0.024400,0.037576,-0.982344,-10.50,3.71,561.61
1.940,0.024400,0.035624,-0.993080,-10.64,4.83,560.91
1.960,0.021960,0.036600,-0.987224,-11.20,4.97,560.35
1.980,0.020984,0.037576,-0.987712,-10.43,3.71,559.86
2.000,0.021472,0.038552,-0.978928,-10.43,3.57,559.37
2.020,0.022448,0.039040,-0.990152,-10.78,3.08,558.81
2.040,0.020984,0.039528,-0.979904,-12.04,4.62,558.11
2.060,0.020984,0.042456,-0.976000,-10.36,4.06,557.69
2.080,0.022448,0.041480,-0.978440,-11.20,3.15,557.06
2.100,0.023424,0.041968,-0.978928,-10.85,3.43,556.50
2.120,0.019520,0.041968,-0.993080,-10.08,5.11,556.15
2.140,0.020496,0.042456,-0.981368,-9.66,3.22,555.52
2.160,0.019520,0.046848,-0.981856,-10.29,4.20,554.96
2.180,0.021472,0.046848,-0.985760,-10.78,3.85,554.54
2.200,0.021472,0.045384,-0.981856,-10.43,3.92,553.84
2.220,0.025376,0.044896,-0.994544,-10.71,3.78,553.21
2.240,0.030256,0.042944,-0.988200,-10.43,2.45,552.65
2.260,0.025864,0.045872,-0.970632,-10.15,3.78,551.95
2.280,0.028792,0.044896,-0.984784,-10.57,4.90,551.46
2.300,0.028792,0.043432,-0.975512,-11.20,4.69,550.83
2.320,0.029768,0.040504,-0.973072,-10.57,2.24,550.34
2.340,0.027816,0.039528,-0.977952,-10.15,4.41,549.57
2.360,0.027816,0.039528,-0.973072,-10.15,3.92,549.15
2.380,0.030256,0.039040,-0.987712,-9.73,3.57,548.45
2.400,0.031232,0.038552,-0.982344,-9.59,3.92,547.89
2.420,0.026840,0.039040,-0.993568,-10.15,3.57,547.19
2.440,0.027328,0.038064,-0.979904,-11.13,4.34,546.63
2.460,0.026352,0.036600,-0.981856,-10.85,3.64,546.07
2.480,0.028304,0.038552,-0.983808,-9.52,4.13,545.58
2.500,0.027816,0.037576,-0.979904,-10.08,3.01,545.02
2.520,0.028304,0.032696,-0.973072,-11.13,3.43,544.46
2.540,0.026352,0.033672,-0.992104,-13.02,1.89,543.83
2.560,0.027328,0.033184,-0.979416,-10.57,3.36,543.41
2.580,0.023912,0.032696,-0.992104,-10.01,3.36,542.99
2.600,0.023424,0.035136,-0.981856,-10.85,3.36,542.36
2.620,0.020008,0.034160,-0.995520,-9.73,3.36,541.87
2.640,0.021960,0.035136,-0.972096,-9.87,3.85,541.17
2.660,0.021960,0.032208,-0.970144,-9.45,3.92,540.89
2.680,0.025376,0.035624,-0.985272,-10.22,2.52,540.33
2.700,0.018056,0.033184,-0.973560,-10.57,3.64,539.77
2.720,0.019520,0.036112,-0.973560,-10.71,3.29,539.35
2.740,0.018544,0.037576,-0.983320,-11.20,3.78,538.79
2.760,0.020496,0.037088,-0.982832,-8.61,4.48,538.44
2.780,0.020496,0.039528,-0.972584,-10.85,3.50,537.88
2.800,0.020496,0.040016,-0.975512,-11.27,4.48,537.18
2.820,0.021960,0.040992,-0.969656,-9.87,4.62,536.76
2.840,0.022448,0.039040,-0.989664,-10.36,3.08,536.20
2.860,0.024888,0.041968,-0.969656,-9.73,3.15,535.64
2.880,0.023424,0.043920,-0.988688,-9.87,3.36,535.08
2.900,0.023424,0.040504,-0.986736,-10.22,4.27,534.52
2.920,0.024888,0.043920,-0.978928,-10.08,3.57,534.03
2.940,0.027816,0.041480,-0.978440,-10.36,4.06,533.54
2.960,0.026840,0.040504,-0.974048,-10.85,4.34,532.84
2.980,0.028304,0.042456,-0.980880,-9.73,2.59,532.42
3.000,0.030256,0.039040,-0.978928,-9.94,3.85,531.72
3.020,0.031232,0.039040,-0.975024,-9.59,3.99,531.23
3.040,0.030744,0.038552,-0.987712,-10.01,4.41,530.39
3.060,0.033184,0.035624,-0.979416,-9.24,3.92,529.90
3.080,0.033672,0.033672,-0.970144,-11.76,1.89,529.27
3.100,0.028792,0.036112,-0.981368,-9.66,3.36,528.71
3.120,1.443992,-0.077592,-0.938912,-4.48,8.89,470.75
3.140,0.484584,-0.114192,-1.050664,-10.78,-4.41,248.64
3.160,0.021960,-0.002928,-1.006744,-5.32,0.84,248.57
3.180,0.021472,-0.002928,-0.981368,-3.71,1.12,248.29
3.200,0.022448,-0.005856,-0.980392,-4.62,-0.70,248.15
3.220,0.023424,-0.003416,-0.984784,-5.11,-0.91,248.01
3.240,0.022936,-0.006344,-0.982832,-4.62,-0.07,247.73
3.260,0.021472,-0.003416,-0.973072,-4.34,0.14,247.38
3.280,0.023912,-0.001952,-0.972096,-3.57,-1.05,247.31
3.300,0.020008,-0.003416,-0.983320,-5.11,0.70,246.96
3.320,0.022936,-0.002440,-0.980392,-3.85,0.07,246.54
3.340,0.018544,-0.003416,-0.980392,-3.36,1.47,246.40
3.360,0.023912,-0.003416,-0.966728,-4.13,-0.07,246.12
3.380,0.020496,-0.004392,-0.980880,-4.27,-0.21,245.98
3.400,0.024400,-0.000976,-0.989176,-3.92,0.70,245.77
3.420,0.019032,-0.002928,-0.984296,-3.43,1.19,245.63
3.440,0.020984,-0.001952,-0.985272,-3.78,-0.07,245.49
3.460,0.021472,-0.001952,-0.970144,-4.69,-0.98,245.28
3.480,0.020008,-0.000488,-0.981368,-4.83,0.14,244.93
3.500,0.022448,0.000000,-0.980880,-4.27,-0.49,244.79
3.520,0.019520,-0.002928,-0.971608,-2.17,-0.28,244.58
3.540,0.024400,0.000000,-0.986736,-4.34,-0.28,244.37
3.560,0.020008,0.001464,-0.974536,-4.06,0.70,244.23
3.580,0.020984,0.001464,-0.994056,-3.22,1.54,244.02
3.600,0.022448,-0.002928,-0.973560,-2.10,-0.07,243.74
3.620,0.022448,0.001952,-0.967216,-4.76,0.49,243.53
3.640,0.020984,0.000000,-0.978440,-4.41,0.35,243.46
3.660,0.021472,-0.000976,-0.983808,-3.99,0.21,243.25
3.680,0.021472,-0.000488,-0.971608,-3.78,0.07,243.11
3.700,0.021960,0.001952,-0.976488,-3.78,-0.49,242.69
3.720,0.022448,0.003904,-0.972096,-4.69,0.70,242.62
3.740,0.021960,0.002440,-0.977464,-3.36,0.49,242.20
3.760,0.025864,0.001952,-0.973560,-4.34,0.28,241.99
3.780,0.023424,-0.000976,-0.967704,-2.03,-0.21,241.64
3.800,0.024400,0.001464,-0.976976,-5.60,-0.07,241.43
3.820,0.023424,0.000000,-0.978440,-4.20,0.77,241.22
3.840,0.024888,-0.001464,-0.985760,-4.06,0.14,241.01
3.860,0.023424,-0.000976,-0.973560,-5.11,-0.77,240.80
3.880,0.023912,0.000000,-0.987224,-3.22,0.35,240.59
3.900,0.025864,0.000000,-0.974048,-4.20,0.91,240.38
3.920,0.024400,-0.003416,-0.968192,-3.85,1.33,240.03
3.940,0.026352,0.000000,-0.976000,-5.18,-1.05,239.82
3.960,0.026352,-0.001952,-0.975512,-3.92,-0.63,239.54
3.980,0.024888,-0.000488,-0.976000,-3.22,1.12,239.40
4.000,0.025376,-0.001464,-0.974048,-4.20,0.35,239.05
4.020,0.027816,-0.001952,-0.973560,-4.69,-17.29,238.91
4.040,0.025864,-0.003416,-0.985760,-3.43,0.14,238.77
4.060,0.026352,-0.003904,-0.975512,-3.92,-0.49,238.42
4.080,0.023424,-0.002928,-0.974536,-4.62,1.68,238.07
4.100,0.025376,-0.004392,-0.980392,-3.57,0.56,237.93
4.120,0.024888,-0.003416,-0.983320,-4.06,-0.42,237.58
4.140,0.025376,-0.004392,-0.971608,-4.13,-0.77,237.30
4.160,0.029768,-0.003904,-0.980880,-3.85,-0.98,237.02
4.180,0.025864,-0.004880,-0.974536,-2.94,0.84,236.60
4.200,0.025376,-0.005856,-0.973560,-3.71,0.28,236.25
4.220,0.025376,-0.004880,-0.964776,-4.27,-0.77,235.83
4.240,0.022448,-0.003416,-0.970632,-3.85,0.56,235.62
4.260,0.024888,-0.004880,-0.976488,-3.43,0.14,235.41
4.280,0.024888,-0.005368,-0.976976,-2.52,17.57,234.99
4.300,0.022936,-0.002440,-0.976976,-3.78,-0.07,234.85
4.320,0.024400,-0.003416,-0.974048,-3.78,-0.35,234.64
4.340,0.024400,-0.005368,-0.983808,-2.10,0.49,234.22
4.360,0.021960,-0.002928,-0.977464,-3.71,-0.14,233.87
4.380,0.023912,-0.004880,-0.978928,-2.66,-1.19,233.73
4.400,0.023424,-0.004392,-0.987224,-4.06,-0.35,233.52
4.420,0.021960,-0.002928,-0.974536,-4.41,0.21,233.10
4.440,0.021472,-0.000976,-0.976000,-2.87,-0.56,232.82
4.460,0.020496,-0.004880,-0.964288,-4.48,0.49,232.61
4.480,0.024400,0.000000,-0.971608,-3.43,-0.63,232.40
4.500,0.021960,-0.004392,-0.976488,-3.99,-0.35,232.19
4.520,0.019032,-0.003904,-0.987712,-4.48,0.70,231.84
4.540,0.019520,-0.002440,-0.978928,-3.15,-0.07,231.70
4.560,0.021960,-0.003416,-0.967704,-3.36,-0.84,231.42
4.580,0.019520,-0.002440,-0.971120,-4.06,-0.07,231.14
4.600,0.021960,-0.001952,-0.968680,-3.99,-0.28,230.86
4.620,0.021472,-0.001952,-0.976976,-3.36,0.63,230.79
4.640,0.021960,-0.002928,-0.977464,-3.43,-1.33,230.51
4.660,0.021472,-0.001952,-0.972096,-2.73,-1.12,230.16
4.680,0.020496,-0.002440,-0.976976,-3.71,0.42,229.95
4.700,0.020496,-0.002928,-0.976488,-3.29,-0.35,229.81
4.720,0.019520,-0.005856,-0.976488,-3.43,0.84,229.39
4.740,0.020496,-0.002440,-0.979416,-3.85,-0.56,229.32
4.760,0.020496,-0.002928,-0.975024,-4.55,-0.77,229.04
4.780,0.020008,-0.000976,-0.966728,-3.71,0.28,228.76
4.800,0.019520,0.000488,-0.976000,-3.01,0.14,228.55
4.820,0.020984,0.000488,-0.975024,-3.64,0.49,228.27
4.840,0.020984,0.000000,-0.973072,-3.78,-1.47,227.99
4.860,0.020984,0.000000,-0.972584,-3.92,-0.70,227.78
4.880,0.020984,0.000000,-0.968192,-3.57,0.28,227.71
4.900,0.022448,-0.000488,-0.970632,-3.50,0.07,227.36
4.920,0.023424,0.000488,-0.983808,-3.64,0.00,227.29
4.940,0.024888,0.000976,-0.971608,-3.29,-0.21,227.01
4.960,0.018544,-0.001464,-0.967216,-3.64,-0.63,226.80
4.980,0.020008,0.000000,-0.965264,-2.80,-1.05,226.66
5.000,0.021960,0.003416,-0.967704,-2.66,0.77,226.59
5.020,0.019520,0.000488,-0.966240,-3.92,-0.49,226.31
5.040,0.022448,0.001464,-0.975512,-3.36,-0.35,226.24
5.060,0.020984,0.002440,-0.976488,-3.15,0.70,225.96
5.080,0.023424,-0.001464,-0.966728,-3.64,-0.63,225.75
5.100,0.024888,0.002928,-0.967704,-2.80,0.42,225.61
5.120,0.023912,0.001464,-0.969656,-3.15,0.14,225.54
5.140,0.026840,-0.000976,-0.970632,-3.64,-0.98,225.19
5.160,0.024400,-0.000488,-0.973072,-3.43,-0.07,225.05
5.180,0.025376,-0.001464,-0.971120,-3.92,-0.49,224.77
5.200,0.022448,0.001464,-0.964776,-2.66,0.14,224.77
5.220,0.023424,0.000488,-0.962824,-2.45,-0.98,224.63
5.240,0.023424,-0.002440,-0.965264,-4.20,0.70,224.21
5.260,0.026840,-0.001952,-0.972096,-3.36,0.07,224.00
5.280,0.026352,-0.001464,-0.960872,-4.27,0.56,223.72
5.300,0.025864,0.000000,-0.974048,-3.50,-0.35,223.44
5.320,0.029768,-0.003904,-0.965752,-4.13,-1.96,223.23
5.340,0.026840,0.001464,-0.963312,-4.06,0.00,222.88
5.360,0.023912,-0.000976,-0.965264,-3.22,0.77,222.74
5.380,0.025864,-0.000976,-0.959408,-3.57,0.63,222.25
5.400,0.025376,-0.002440,-0.973072,-3.50,-0.28,222.11
5.420,0.026840,-0.000488,-0.968680,-2.59,-2.03,221.83
5.440,0.026840,-0.002440,-0.968192,-3.29,-0.07,221.62
5.460,0.025376,-0.004392,-0.959408,-3.15,0.77,221.13
5.480,0.024400,-0.005368,-0.971120,-3.22,-0.14,220.92
5.500,0.024888,-0.001464,-0.963800,-3.08,0.70,220.78
5.520,0.027328,-0.004392,-0.975024,-3.57,-1.40,220.50
5.540,0.026840,-0.004392,-0.966240,-3.64,-0.14,220.15
5.560,0.026352,-0.003416,-0.962336,-3.71,0.35,219.94
5.580,0.024888,-0.003416,-0.972096,-3.22,17.29,219.80
5.600,0.022448,-0.004880,-0.957456,-3.29,0.35,219.66
5.620,0.026352,-0.003904,-0.965752,-3.43,-0.14,219.38
5.640,0.022448,-0.004880,-0.959408,-3.29,-17.71,219.24
5.660,0.022936,-0.002440,-0.975024,-3.57,-0.63,219.10
5.680,0.023424,-0.006344,-0.958920,-3.71,0.84,218.82
5.700,0.022936,-0.005368,-0.974536,-3.08,1.26,218.54
5.720,0.024400,-0.004880,-0.965752,-3.15,0.42,218.40
5.740,0.024400,-0.006832,-0.948672,-2.59,-0.98,218.19
5.760,0.024400,-0.005368,-0.971120,-4.76,-0.91,218.05
5.780,0.023912,-0.003904,-0.967216,-2.31,0.56,217.91
5.800,0.022448,-0.005368,-0.964776,-3.92,0.35,217.56
5.820,0.021472,-0.006344,-0.962336,-2.52,-0.70,217.35
5.840,0.020496,-0.005856,-0.959408,-3.99,0.28,217.14
5.860,0.022448,-0.006344,-0.967704,-3.71,0.56,216.86
5.880,0.023424,-0.007808,-0.961360,-3.57,-1.05,216.65
5.900,0.022936,-0.005856,-0.957944,-2.10,-0.14,216.51
5.920,0.022936,-0.003416,-0.959408,-2.52,0.49,216.23
5.940,0.020496,-0.009272,-0.955992,-3.50,-0.49,215.88
5.960,0.023424,-0.011224,-0.963312,-5.53,0.70,215.74
5.980,0.023424,-0.005856,-0.966728,-3.43,-1.26,215.60
6.000,0.020984,-0.006832,-0.956968,-3.43,-1.26,215.32
6.020,0.022448,-0.004880,-0.971120,-4.06,-0.98,215.11
6.040,0.019520,-0.008784,-0.955992,-2.17,-0.28,214.83
6.060,0.024400,-0.004392,-0.973072,-2.24,-1.54,214.69
6.080,0.020984,-0.005368,-0.956968,-3.71,-0.91,214.41
6.100,0.018544,-0.003904,-0.955504,-4.34,0.63,214.20
6.120,0.021960,-0.004392,-0.958432,-2.59,0.21,213.92
6.140,0.019520,-0.006344,-0.954040,-2.94,-1.05,213.78
6.160,0.020008,-0.006344,-0.953552,-2.87,-0.77,213.57
6.180,0.020984,-0.005368,-0.957456,-2.94,-1.40,213.36
6.200,0.021472,-0.007808,-0.953064,-4.06,-1.05,213.15
6.220,0.017080,-0.005856,-0.964776,-3.15,1.89,212.94
6.240,0.019032,-0.008296,-0.955504,-2.31,-0.14,212.73
6.260,0.015616,-0.001952,-0.951112,-3.01,-1.54,212.52
6.280,0.019032,-0.006832,-0.957944,-4.55,-1.47,212.17
6.300,0.016104,-0.005368,-0.955992,-2.59,-0.63,212.03
6.320,0.018056,-0.005368,-0.952576,-3.15,0.77,211.75
6.340,0.018544,-0.003416,-0.944768,-3.22,-1.19,211.54
6.360,0.015128,-0.000976,-0.966728,-3.64,0.35,211.33
6.380,0.020496,-0.004392,-0.951112,-2.73,-1.12,211.26
6.400,0.020984,0.001464,-0.955992,-2.10,-0.91,211.05
6.420,0.018544,-0.003416,-0.953064,-3.64,0.35,210.77
6.440,0.015128,-0.000976,-0.957456,-3.36,1.96,210.63
6.460,0.019032,-0.001952,-0.950624,-3.64,-0.49,210.35
6.480,0.021472,-0.001464,-0.952576,-3.85,-1.05,210.21
6.500,0.018544,0.001464,-0.949648,-3.08,-0.77,210.00
6.520,0.017080,-0.000976,-0.952088,-3.22,-0.49,209.86
6.540,0.017080,0.002440,-0.949648,-3.92,-0.91,209.44
6.560,0.017568,0.000488,-0.950136,-3.43,0.49,209.30
6.580,0.018056,0.000976,-0.962824,-3.15,0.84,209.09
6.600,0.018544,0.001952,-0.952576,-2.66,0.28,208.81
6.620,0.019032,0.003416,-0.951112,-3.43,-0.56,208.60
6.640,0.019032,0.002440,-0.949160,-3.78,-1.12,208.32
6.660,0.019032,0.003416,-0.954528,-3.50,-0.21,208.11
6.680,0.021960,0.001464,-0.948672,-4.06,-0.63,207.76
6.700,0.020008,0.003904,-0.935496,-2.03,0.49,207.55
6.720,0.023424,-0.000976,-0.941352,-3.57,-1.47,207.27
6.740,0.020984,0.000976,-0.952576,-3.29,-0.63,207.20
6.760,0.019032,-0.001952,-0.959408,-1.89,0.84,206.64
6.780,0.020008,-0.003416,-0.957456,-3.57,-0.70,206.50
6.800,0.022936,-0.001464,-0.940864,-3.50,-0.35,206.22
6.820,0.022448,0.002440,-0.954528,-3.50,-0.63,206.08
6.840,0.022448,0.001952,-0.943792,-1.89,0.42,205.94
6.860,0.020984,0.001952,-0.948672,-3.01,17.15,205.87
6.880,0.023424,-0.000488,-0.947208,-2.87,-0.07,205.73
6.900,0.025376,0.000488,-0.942328,-4.48,0.00,205.52
6.920,0.027328,0.003416,-0.948672,-3.36,0.21,205.45
6.940,0.026840,-0.000976,-0.935008,-4.27,-0.21,205.31
6.960,0.025864,0.004392,-0.947696,-2.59,-0.35,205.10
6.980,0.024888,-0.001952,-0.955504,-4.34,0.42,204.96
7.000,0.028304,0.003416,-0.940864,-3.36,-1.47,204.89
7.020,0.023912,0.000488,-0.949160,-1.89,-0.07,204.75
7.040,0.028304,-0.000976,-0.925736,-3.99,-0.21,204.54
7.060,0.025376,0.000488,-0.938912,-3.36,0.21,204.40
7.080,0.027816,-0.001464,-0.942816,-3.08,-0.07,204.12
7.100,0.024888,-0.002928,-0.931104,-2.80,-0.35,203.77
7.120,0.028792,-0.000976,-0.953552,-1.54,-0.07,203.70
7.140,0.027328,-0.001464,-0.943304,-2.59,0.56,203.70
7.160,0.028792,0.000976,-0.945256,-3.01,-1.33,203.49
7.180,0.029280,-0.002928,-0.962336,-3.01,-0.84,203.35
7.200,0.028792,-0.004392,-0.924760,-3.85,-0.28,203.14
7.220,0.024400,-0.002928,-0.945256,-2.52,0.28,203.00
7.240,0.027328,-0.005856,-0.962824,-4.20,0.42,202.79
7.260,0.029280,-0.004880,-0.942328,-2.80,-1.47,202.65
7.280,0.025864,-0.004392,-0.952088,-2.17,-0.42,202.44
7.300,0.027816,-0.005856,-0.926712,-4.34,-0.35,202.30
7.320,0.029768,-0.003416,-0.952088,-2.03,-1.47,202.09
7.340,0.030744,-0.005856,-0.923784,-3.57,-0.35,201.88
7.360,0.029768,-0.005368,-0.938424,-2.94,-0.35,201.67
7.380,0.027328,-0.006344,-0.966240,-2.52,-0.21,201.53
7.400,0.027816,-0.004880,-0.935496,-1.82,-0.77,201.32
7.420,0.025864,-0.008296,-0.945744,-3.01,-0.21,201.18
7.440,0.025864,-0.008784,-0.923784,-3.36,-1.19,200.90
7.460,0.024888,-0.009760,-0.932080,-2.66,-0.21,200.69
7.480,0.025376,-0.007320,-0.959896,-3.99,-0.07,200.55
7.500,0.030744,-0.006344,-0.927688,-1.40,-1.61,200.41
7.520,0.421632,0.046848,-0.955504,-4.41,6.23,187.04
7.540,0.032208,-0.014640,-0.887184,-4.83,-3.78,185.08
7.560,0.026840,-0.009760,-0.904264,-1.40,-3.29,185.01
7.580,0.022936,-0.010736,-1.041392,8.05,0.49,182.84
7.600,0.093208,-0.111752,-1.125328,9.73,-21.56,97.23
7.620,0.012688,-0.012688,-0.911584,-1.68,1.33,96.67
7.640,0.024888,-0.011712,-0.895968,-1.75,-1.89,96.74
7.660,0.025376,-0.012688,-0.928176,-0.28,-1.75,96.60
7.680,0.022448,-0.012200,-0.965264,-0.77,-2.17,96.60
7.700,0.026352,-0.010736,-0.930128,-0.56,-3.29,96.60
7.720,0.026352,-0.010736,-0.930128,-0.56,-2.73,96.53
7.740,0.023424,-0.011224,-0.958432,-1.33,-1.61,96.46
7.760,0.025864,-0.009272,-0.939400,-1.54,-1.68,96.46
7.780,0.022936,-0.011712,-0.967704,-0.56,-1.75,96.39
7.800,0.025864,-0.014640,-0.935496,-1.82,-2.80,96.32
7.820,0.025864,-0.014152,-0.939400,-1.19,-1.89,96.25
7.840,0.024400,-0.013664,-0.931592,-0.42,-2.10,96.18
7.860,0.023424,-0.011712,-0.943304,-0.28,-1.47,96.25
7.880,0.021472,-0.014640,-0.954040,-1.33,-1.05,96.04
7.900,0.024400,-0.009760,-0.940864,-0.84,-2.03,95.97
7.920,0.022448,-0.010736,-0.951112,0.28,-2.10,96.04
7.940,0.024888,-0.011712,-0.963312,-0.77,-3.15,96.04
7.960,0.022448,-0.008784,-0.931592,-0.42,-2.38,95.90
7.980,0.025376,-0.010736,-0.954040,-0.14,-1.89,95.76
8.000,0.024888,-0.010736,-0.937936,0.07,-2.03,95.83
8.020,0.022936,-0.010248,-0.946720,-0.07,-2.66,95.48
8.040,0.023424,-0.012200,-0.935008,-1.05,-2.38,95.48
8.060,0.019032,-0.013176,-0.940376,-1.19,-1.47,95.34
8.080,0.020008,-0.009760,-0.962824,0.21,-1.40,95.27
8.100,0.024400,-0.012688,-0.940864,-0.49,-1.47,95.13
8.120,0.020008,-0.010248,-0.948184,-0.56,-1.19,94.99
8.140,0.023424,-0.011224,-0.978928,-0.28,-1.89,94.85
8.160,0.023912,-0.011712,-0.941352,0.07,-2.94,94.78
8.180,0.024400,-0.010736,-0.963800,-0.14,-1.96,94.50
8.200,0.023424,-0.012688,-0.979904,-2.03,-2.38,94.36
