time_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
1.140,0.026840,0.061488,-0.982344,-13.02,5.46,674.17
1.160,0.027816,0.064416,-0.981368,-12.88,5.32,673.33
1.180,0.027816,0.063928,-0.979416,-12.53,5.11,672.63
1.200,0.026840,0.061976,-0.980392,-13.44,5.39,671.86
1.220,0.025864,0.062952,-0.979904,-13.58,4.97,670.95
1.240,0.025864,0.059536,-0.980392,-13.44,6.02,670.39
1.260,0.026840,0.061000,-0.984784,-13.37,5.04,669.55
1.280,0.026352,0.061000,-0.983808,-12.88,4.83,668.92
1.300,0.023424,0.060512,-0.973560,-12.88,6.02,668.22
1.320,0.023912,0.061976,-0.981856,-12.18,5.46,667.31
1.340,0.021960,0.062952,-0.982832,-13.44,5.67,666.82
1.360,0.025376,0.059536,-0.977464,-13.23,4.97,665.91
1.380,0.020984,0.062464,-0.983320,-13.02,5.81,665.28
1.400,0.023424,0.064904,-0.981856,-12.32,5.18,664.37
1.420,0.024400,0.063440,-0.974536,-13.44,4.27,663.81
1.440,0.025864,0.064416,-0.990152,-13.16,4.90,662.83
1.460,0.024888,0.061976,-0.981856,-13.02,5.11,662.27
1.480,0.025376,0.064904,-0.979904,-13.30,4.55,661.57
1.500,0.026840,0.063928,-0.971120,-13.16,5.04,660.73
1.520,0.025864,0.064904,-0.980880,-12.18,5.60,660.03
1.540,0.026352,0.058560,-0.976976,-13.16,5.53,659.40
1.560,0.028304,0.062464,-0.979416,-13.44,4.90,658.70
1.580,0.029280,0.061000,-0.983320,-13.44,5.53,658.07
1.600,0.027328,0.061488,-0.981368,-13.09,5.25,657.37
1.620,0.031232,0.062952,-0.975512,-12.74,5.11,656.53
1.640,0.027816,0.060512,-0.984296,-13.30,5.32,655.83
1.660,0.030744,0.060024,-0.980392,-13.51,5.32,655.06
1.680,0.029280,0.060512,-0.979416,-12.81,4.97,654.50
1.700,0.028304,0.059048,-0.987224,-13.02,4.97,653.66
1.720,0.025864,0.060512,-0.982344,-12.81,5.32,653.03
1.740,0.026352,0.056608,-0.981368,-12.74,5.53,652.47
1.760,0.025864,0.056608,-0.980392,-13.23,5.60,651.49
1.780,0.028304,0.056120,-0.975512,-13.02,4.62,651.00
1.800,0.025376,0.056608,-0.976976,-12.32,4.69,650.30
1.820,0.024888,0.055632,-0.983808,-13.79,5.11,649.46
1.840,0.026840,0.055144,-0.980880,-13.37,5.11,648.69
1.860,0.023912,0.055144,-0.976488,-13.16,5.39,648.06
1.880,0.023912,0.054656,-0.982344,-12.60,4.76,647.22
1.900,0.023912,0.052216,-0.976488,-12.81,3.78,646.52
1.920,0.023912,0.057096,-0.981368,-12.04,4.76,645.89
1.940,0.024888,0.058072,-0.987712,-12.67,4.41,645.12
1.960,0.025376,0.060512,-0.978928,-12.67,3.64,644.28
1.980,0.023424,0.057584,-0.979904,-12.67,5.53,643.65
2.000,0.023912,0.059048,-0.977952,-12.95,5.04,643.09
2.020,0.026352,0.060024,-0.978928,-12.60,5.32,642.25
2.040,0.027328,0.058072,-0.977952,-13.30,4.34,641.55
2.060,0.028304,0.058560,-0.981368,-13.02,4.83,640.92
2.080,0.027328,0.060024,-0.979416,-12.11,4.83,640.22
2.100,0.028304,0.061488,-0.987224,-12.60,4.34,639.52
2.120,0.026840,0.060024,-0.980880,-12.46,4.83,638.68
2.140,0.029280,0.061000,-0.982832,-12.32,3.78,638.19
2.160,0.026840,0.052704,-0.976976,-12.60,4.13,637.49
2.180,0.027816,0.060512,-0.980880,-12.95,4.90,636.79
2.200,0.028304,0.057096,-0.989664,-12.60,4.69,636.02
2.220,0.028792,0.055632,-0.978440,-12.53,4.90,635.39
2.240,0.027816,0.055632,-0.973560,-12.32,5.25,634.69
2.260,0.028304,0.056120,-0.976976,-12.60,4.69,634.06
2.280,0.025376,0.053192,-0.980392,-12.32,5.46,633.36
2.300,0.025864,0.051240,-0.976000,-12.18,4.97,632.73
2.320,0.024400,0.051240,-0.980880,-12.74,5.04,632.03
2.340,0.025864,0.051240,-0.979904,-12.04,5.60,631.40
2.360,0.025864,0.048800,-0.970144,-13.16,4.41,630.63
2.380,0.028304,0.053192,-0.971608,-12.04,4.62,630.07
2.400,0.023424,0.052216,-0.973560,-12.81,5.25,629.37
2.420,0.027328,0.052216,-0.981368,-12.60,5.60,628.74
2.440,0.027816,0.053680,-0.979904,-11.48,3.36,628.18
2.460,0.024888,0.053680,-0.987224,-12.81,4.13,627.48
2.480,0.020008,0.054168,-0.978440,-11.76,5.74,626.78
2.500,0.025864,0.054656,-0.975024,-11.90,4.55,626.36
2.520,0.024888,0.053680,-0.983808,-12.11,4.62,625.59
2.540,0.023424,0.053192,-0.976976,-12.88,4.41,625.10
2.560,0.022448,0.056120,-0.985760,-11.41,4.90,624.40
2.580,0.022448,0.055632,-0.980392,-12.04,5.53,623.77
2.600,0.023424,0.056608,-0.979416,-11.55,4.55,623.21
2.620,0.024888,0.056120,-0.978440,-11.76,5.32,622.58
2.640,0.023912,0.055632,-0.980880,-12.88,4.55,621.88
2.660,0.028304,0.054656,-0.974536,-12.32,4.34,621.32
2.680,0.025376,0.054168,-0.976488,-12.18,5.39,620.55
2.700,0.026840,0.056120,-0.978928,-11.76,3.71,620.13
2.720,0.023912,0.054656,-0.976488,-12.25,4.34,619.43
2.740,0.027816,0.051728,-0.973560,-12.32,4.27,618.87
2.760,0.028792,0.053192,-0.978928,-11.27,4.97,618.17
2.780,0.026840,0.051728,-0.984784,-11.83,5.81,617.54
2.800,0.028304,0.051728,-0.971120,-12.53,4.76,617.05
2.820,0.027328,0.051240,-0.976488,-12.32,4.34,616.35
2.840,0.026352,0.050264,-0.969168,-12.39,5.60,615.79
2.860,0.026840,0.050752,-0.976000,-11.90,4.83,615.23
2.880,0.025376,0.047336,-0.984784,-12.88,5.32,614.67
2.900,0.026352,0.050264,-0.977952,-11.76,4.55,614.04
2.920,0.026352,0.050752,-0.981856,-12.32,3.92,613.41
2.940,0.026352,0.047824,-0.982832,-11.83,4.83,612.71
2.960,0.024400,0.045872,-0.979416,-12.39,4.48,612.01
2.980,0.027328,0.043920,-0.979904,-12.53,4.34,611.31
3.000,0.026840,0.046848,-0.975024,-13.02,4.69,610.89
3.020,0.027328,0.048800,-0.979904,-12.32,5.04,610.19
3.040,0.025376,0.047336,-0.976000,-12.67,3.99,609.49
3.060,0.024400,0.047824,-0.981856,-11.90,4.97,608.79
3.080,0.024400,0.047336,-0.976976,-11.41,4.13,608.30
3.100,0.023424,0.047824,-0.974536,-12.32,4.97,607.67
3.120,0.024400,0.049776,-0.979904,-12.11,3.64,606.90
3.140,0.023912,0.049288,-0.979904,-12.25,4.41,606.48
3.160,0.023912,0.050264,-0.981368,-11.27,4.20,605.85
3.180,0.022936,0.050264,-0.975512,-11.20,4.13,605.15
3.200,0.025864,0.050264,-0.980880,-11.41,4.62,604.80
3.220,0.027816,0.052704,-0.977952,-11.76,4.13,604.03
3.240,0.025864,0.054656,-0.981368,-11.97,4.34,603.33
3.260,0.025376,0.052704,-0.972096,-11.62,4.83,602.77
3.280,0.026840,0.048312,-0.969656,-11.13,4.62,602.07
3.300,0.026840,0.049288,-0.991616,-11.48,5.04,601.58
3.320,0.029280,0.049776,-0.980880,-12.53,4.13,600.81
3.340,0.028304,0.050264,-0.973560,-11.76,4.41,600.25
3.360,0.024400,0.047336,-0.971120,-10.64,4.48,599.55
3.380,0.028792,0.048312,-0.976976,-11.20,3.78,598.78
3.400,0.025376,0.048312,-0.976488,-10.99,4.48,598.15
3.420,0.025376,0.047824,-0.976000,-11.62,4.76,597.59
3.440,0.028304,0.043432,-0.983320,-11.06,4.55,596.75
3.460,0.027328,0.042456,-0.980880,-12.46,3.92,596.12
3.480,0.024400,0.045872,-0.982832,-11.90,5.60,595.42
3.500,0.026352,0.045872,-0.980392,-12.11,4.06,594.72
3.520,0.024400,0.047336,-0.974536,-11.48,4.13,594.16
3.540,0.027328,0.048312,-0.985272,-11.69,4.13,593.53
3.560,0.025864,0.044408,-0.981368,-10.57,4.34,592.90
3.580,0.025376,0.044896,-0.976976,-12.04,4.20,592.27
3.600,0.024888,0.046848,-0.968192,-10.99,4.62,591.78
3.620,0.026352,0.044896,-0.979904,-11.34,3.99,591.08
3.640,0.022448,0.045872,-0.977464,-11.55,3.99,590.45
3.660,0.025376,0.044408,-0.976976,-11.69,3.50,589.89
3.680,0.026352,0.044896,-0.974048,-12.81,4.41,589.19
3.700,0.024888,0.046360,-0.985272,-11.76,3.99,588.56
3.720,0.026840,0.044896,-0.978928,-11.76,4.48,587.93
3.740,0.024400,0.047336,-0.971120,-11.41,4.55,587.23
3.760,0.022448,0.045384,-0.970632,-11.48,3.99,586.74
3.780,0.026352,0.050264,-0.979416,-11.34,3.92,586.04
3.800,0.024888,0.046848,-0.976488,-11.34,3.78,585.55
3.820,0.025864,0.048800,-0.983320,-11.55,4.83,584.71
3.840,0.026352,0.047336,-0.974536,-11.13,3.43,584.22
3.860,0.030256,0.048800,-0.980880,-10.57,4.34,583.52
3.880,0.029280,0.045384,-0.975512,-11.62,3.15,582.89
3.900,0.028792,0.045384,-0.981368,-10.57,4.13,582.26
3.920,0.026840,0.044896,-0.976976,-11.13,3.64,581.70
3.940,0.026840,0.043920,-0.983808,-11.34,4.06,581.00
3.960,0.028304,0.047336,-0.985272,-11.55,3.29,580.51
3.980,0.027816,0.043920,-0.978928,-11.20,3.85,579.88
4.000,0.022936,0.043432,-0.986248,-12.32,6.37,579.18
4.020,0.027816,0.042944,-0.976000,-11.06,4.06,578.48
4.040,0.024400,0.043920,-0.973560,-10.29,4.90,577.99
4.060,0.025864,0.043432,-0.973560,-11.69,3.78,577.36
4.080,0.023912,0.041968,-0.979416,-11.55,3.99,576.66
4.100,0.027816,0.040016,-0.976976,-11.41,3.71,576.24
4.120,0.023424,0.041968,-0.972096,-11.62,4.27,575.47
4.140,0.024888,0.045384,-0.978440,-11.48,4.27,575.05
4.160,0.023424,0.044896,-0.985272,-11.06,3.85,574.42
4.180,0.026840,0.044408,-0.977464,-11.20,3.22,573.65
4.200,0.024400,0.045384,-0.982344,-10.99,4.34,573.09
4.220,0.024888,0.041480,-0.989176,-10.92,4.34,572.53
4.240,0.025864,0.042944,-0.984296,-11.55,4.69,571.76
4.260,0.023424,0.043920,-0.972096,-11.76,3.99,571.20
4.280,0.026840,0.043920,-0.983808,-10.64,3.15,570.78
4.300,0.027328,0.044408,-0.981856,-11.20,3.64,570.29
4.320,0.027816,0.044896,-0.966240,-11.34,3.50,569.66
4.340,0.025376,0.039040,-0.967704,-10.92,4.55,569.03
4.360,0.028304,0.040992,-0.979416,-11.62,4.20,568.47
4.380,0.024888,0.042944,-0.973560,-11.34,3.29,567.84
4.400,0.025376,0.044896,-0.976488,-10.92,4.27,567.07
4.420,0.024888,0.040016,-0.976000,-11.20,4.76,566.58
4.440,0.024888,0.044408,-0.986248,-11.20,4.62,566.02
4.460,0.024888,0.041480,-0.975024,-10.15,4.90,565.39
4.480,0.021960,0.042944,-0.976488,-10.29,4.69,564.83
4.500,0.026840,0.041480,-0.982832,-11.62,3.36,564.13
4.520,0.026352,0.037576,-0.970632,-12.11,3.78,563.50
4.540,0.025376,0.040504,-0.976000,-10.36,4.20,562.80
4.560,0.026840,0.041968,-0.965752,-10.64,3.78,562.24
4.580,0.025864,0.040504,-0.964776,-10.57,3.64,561.68
4.600,0.023424,0.041480,-0.976000,-10.92,3.08,560.98
4.620,0.024888,0.040016,-0.972096,-12.04,3.43,560.35
4.640,0.025864,0.040016,-0.975512,-9.94,3.43,559.72
4.660,0.023424,0.039528,-0.981856,-10.71,3.50,559.02
4.680,0.022936,0.039040,-0.968192,-10.71,3.78,558.53
4.700,0.026352,0.040504,-0.975512,-10.71,3.57,557.83
4.720,0.023424,0.038064,-0.978928,-12.25,4.41,557.20
4.740,0.022936,0.040504,-0.977952,-10.29,3.43,556.57
4.760,0.022448,0.040016,-0.979904,-10.78,4.76,556.08
4.780,0.022448,0.039528,-0.971120,-11.34,3.57,555.52
4.800,0.023912,0.039040,-0.989664,-10.22,4.20,554.96
4.820,0.023424,0.042456,-0.970144,-10.50,3.85,554.26
4.840,0.025376,0.041480,-0.974536,-11.20,3.99,553.77
4.860,0.025376,0.039040,-0.979416,-10.99,3.99,553.00
4.880,0.028792,0.038552,-0.979416,-10.92,4.13,552.51
4.900,0.026352,0.040016,-0.978928,-10.78,4.27,551.88
4.920,0.024888,0.040016,-0.980392,-11.06,3.78,551.32
4.940,0.024888,0.040992,-0.980392,-11.48,3.92,550.62
4.960,0.027816,0.040992,-0.978440,-11.69,3.78,549.99
4.980,0.028792,0.041968,-0.969168,-10.78,4.06,549.50
5.000,0.027816,0.040992,-0.988200,-11.34,2.38,548.73
5.020,0.029280,0.042456,-0.980392,-11.06,3.78,548.31
5.040,0.027816,0.041480,-0.978928,-9.87,4.41,547.82
5.060,0.025864,0.039040,-0.979416,-9.94,3.92,547.26
5.080,0.028792,0.039528,-0.978440,-9.59,3.85,546.77
5.100,0.026840,0.036600,-0.979416,-10.78,3.85,546.14
5.120,0.026352,0.038552,-0.979904,-10.50,3.85,545.58
5.140,0.024400,0.037088,-0.974536,-10.36,4.48,545.02
5.160,0.023424,0.039040,-0.972584,-10.71,3.64,544.60
5.180,0.023912,0.035136,-0.983808,-10.64,3.36,543.90
5.200,0.025864,0.036112,-0.980880,-9.73,3.78,543.27
5.220,0.025376,0.036600,-0.971608,-10.15,3.50,542.78
5.240,0.025864,0.037576,-0.962824,-10.36,2.87,542.01
5.260,0.024888,0.036600,-0.979416,-10.64,3.64,541.66
5.280,0.024400,0.037576,-0.967216,-9.80,3.92,541.17
5.300,0.022936,0.037088,-0.971608,-10.22,3.08,540.47
5.320,0.024400,0.034648,-0.981856,-10.36,3.08,539.77
5.340,0.023912,0.036600,-0.974048,-10.43,3.01,539.42
5.360,0.024888,0.038552,-0.984784,-10.43,3.15,538.65
5.380,0.024888,0.037088,-0.982832,-12.74,4.20,538.16
5.400,0.024400,0.038064,-0.980392,-10.01,3.50,537.60
5.420,0.025864,0.039528,-0.977952,-10.15,3.99,536.97
5.440,0.025864,0.036600,-0.972584,-9.59,3.36,536.48
5.460,0.021472,0.039040,-0.970632,-11.13,4.13,535.99
5.480,0.020984,0.040016,-0.967216,-10.36,3.50,535.43
5.500,0.024888,0.038064,-0.983808,-10.36,3.57,534.73
5.520,0.022936,0.036600,-0.980392,-9.31,3.15,534.38
5.540,0.025376,0.037576,-0.973560,-10.85,2.87,533.82
5.560,0.023912,0.037576,-0.972096,-11.06,3.85,533.19
5.580,0.024888,0.037576,-0.979416,-10.85,3.57,532.63
5.600,0.025376,0.036600,-0.971608,-10.50,3.36,531.93
5.620,0.024888,0.037088,-0.980392,-10.22,4.55,531.51
5.640,0.025864,0.039040,-0.974536,-10.78,4.55,530.95
5.660,0.024888,0.039040,-0.977952,-9.80,4.41,530.25
5.680,0.027816,0.036112,-0.983320,-10.71,3.01,529.69
5.700,0.031232,0.036112,-0.976488,-10.22,2.24,529.06
5.720,0.030744,0.035624,-0.974536,-11.34,2.87,528.57
5.740,0.029280,0.035624,-0.976976,-8.96,2.38,528.08
5.760,0.029280,0.032208,-0.975024,-9.94,4.48,527.38
5.780,0.030256,0.034160,-0.975024,-10.08,3.85,526.96
5.800,0.029768,0.032696,-0.976000,-9.45,3.64,526.54
5.820,0.025376,0.032696,-0.974536,-10.08,3.92,525.98
5.840,0.028792,0.031232,-0.971608,-10.22,1.89,525.42
5.860,0.025864,0.032696,-0.972096,-9.94,3.50,524.86
5.880,0.024888,0.031232,-0.978928,-9.52,3.99,524.44
5.900,0.024888,0.030256,-0.971120,-9.94,3.85,523.88
5.920,0.022936,0.030744,-0.967216,-11.13,3.22,523.25
5.940,0.027328,0.032696,-0.958920,-9.10,2.52,522.76
5.960,0.024888,0.029280,-0.974048,-10.50,3.36,522.20
5.980,0.019520,0.028304,-0.965264,-10.36,4.27,521.71
6.000,0.023424,0.027328,-0.975512,-9.66,3.36,521.01
6.020,0.021960,0.029768,-0.976488,-9.52,2.52,520.59
6.040,0.018544,0.033672,-0.968192,-10.85,3.78,519.89
6.060,0.019520,0.031720,-0.978440,-10.57,3.36,519.33
6.080,0.020984,0.033672,-0.974048,-9.87,2.94,518.84
6.100,0.019032,0.036600,-0.959896,-10.15,2.94,518.28
6.120,0.020008,0.035136,-0.968680,-10.29,3.64,517.72
6.140,0.015128,0.038552,-0.969168,-11.20,4.76,517.09
6.160,-1.762168,0.636840,-1.052616,-11.90,-1.75,429.52
6.180,0.020984,0.008784,-1.012112,-7.07,0.21,357.56
6.200,0.022448,0.013176,-0.964776,-7.63,2.17,357.00
6.220,0.025864,0.014152,-0.966240,-6.79,2.31,356.58
6.240,0.024888,0.014152,-0.967704,-5.74,2.03,356.09
6.260,0.022936,0.013664,-0.970632,-5.74,1.96,355.81
6.280,0.023424,0.013664,-0.969168,-7.42,1.47,355.18
6.300,0.026352,0.012688,-0.974536,-7.56,0.35,354.83
6.320,0.027328,0.015616,-0.973072,-5.81,1.40,354.48
6.340,0.025376,0.011224,-0.968680,-6.51,1.47,354.13
6.360,0.026840,0.011712,-0.966728,-7.28,1.33,353.71
6.380,0.028304,0.011224,-0.960872,-6.44,0.49,353.43
6.400,0.024400,0.009760,-0.967704,-6.09,1.82,353.01
6.420,0.023912,0.011224,-0.976000,-5.25,1.47,352.52
6.440,0.027816,0.011224,-0.968680,-5.81,0.91,352.24
6.460,0.026352,0.010736,-0.970144,-5.67,0.77,351.82
6.480,0.025376,0.007808,-0.973560,-6.02,1.05,351.40
6.500,0.022936,0.010736,-0.973560,-5.46,2.66,351.19
6.520,0.025864,0.010248,-0.974048,-5.60,1.47,350.63
6.540,0.025864,0.007808,-0.969168,-6.93,1.33,350.21
6.560,0.023424,0.007320,-0.974048,-5.67,0.70,349.79
6.580,0.023424,0.006344,-0.975512,-5.67,1.33,349.44
6.600,0.023424,0.007808,-0.954528,-5.95,0.98,349.16
6.620,0.023912,0.008296,-0.964288,-5.95,0.49,348.74
6.640,0.023912,0.009272,-0.963800,-6.09,1.47,348.39
6.660,0.023912,0.005856,-0.967216,-5.67,1.05,347.97
6.680,0.022936,0.008784,-0.966728,-5.67,0.56,347.55
6.700,0.024888,0.007320,-0.974048,-6.58,2.45,347.20
6.720,0.024888,0.006832,-0.959408,-6.37,1.54,346.71
6.740,0.020984,0.008784,-0.972584,-5.95,1.12,346.29
6.760,0.023424,0.007808,-0.966728,-6.44,1.26,345.80
6.780,0.022936,0.005368,-0.967704,-7.14,0.63,345.52
6.800,0.022936,0.007320,-0.971120,-5.81,0.70,345.03
6.820,0.020984,0.008784,-0.962336,-5.53,2.31,344.54
6.840,0.022936,0.006832,-0.972096,-7.00,0.63,344.19
6.860,0.022448,0.007808,-0.959408,-4.62,1.61,343.56
6.880,0.020008,0.007808,-0.960384,-5.04,1.19,343.14
6.900,0.023424,0.007808,-0.974536,-6.30,0.91,342.79
6.920,0.025864,0.004880,-0.964288,-5.95,0.42,342.44
6.940,0.020496,0.006832,-0.973072,-6.58,1.26,342.02
6.960,0.017568,0.008296,-0.966728,-7.28,2.03,341.60
6.980,0.021472,0.007808,-0.964288,-5.74,0.63,341.32
7.000,0.024888,0.007808,-0.971608,-5.95,0.56,340.90
7.020,0.021472,0.008784,-0.955992,-6.79,2.03,340.55
7.040,0.020496,0.008784,-0.956968,-7.21,1.54,340.06
7.060,0.024400,0.012688,-0.972096,-4.20,-0.42,339.71
7.080,0.022936,0.008784,-0.967216,-6.23,1.68,339.29
7.100,0.021960,0.012200,-0.956480,-5.74,1.47,339.08
7.120,0.027816,0.010736,-0.964776,-7.00,0.49,338.66
7.140,0.023912,0.008296,-0.970632,-6.44,1.75,338.31
7.160,0.022448,0.011224,-0.971120,-6.37,2.24,338.03
7.180,0.023912,0.010736,-0.972584,-6.72,0.98,337.75
7.200,0.023912,0.011224,-0.974536,-5.25,0.70,337.47
7.220,0.024888,0.011712,-0.971120,-7.21,0.91,337.05
7.240,0.026352,0.011712,-0.966240,-6.09,-0.21,336.70
7.260,0.023912,0.011224,-0.971120,-5.81,0.84,336.35
7.280,0.024400,0.010248,-0.961360,-5.25,1.40,336.14
7.300,0.024400,0.011712,-0.967704,-6.23,2.38,335.65
7.320,0.026352,0.008784,-0.962824,-6.51,1.96,335.30
7.340,0.027328,0.009760,-0.967216,-5.67,1.89,335.16
7.360,0.026840,0.009760,-0.965264,-5.88,1.68,334.95
7.380,0.027328,0.009272,-0.962824,-5.25,1.12,334.39
7.400,0.025376,0.008296,-0.968192,-8.05,1.47,334.18
7.420,0.023424,0.010248,-0.956480,-4.27,1.54,334.04
7.440,0.025376,0.007320,-0.947208,-6.09,1.05,333.55
7.460,0.027816,0.007320,-0.965264,-6.72,0.84,333.27
7.480,0.026352,0.005856,-0.955504,-5.25,1.40,333.13
7.500,0.027328,0.005856,-0.962824,-6.37,0.77,332.71
7.520,0.026352,0.008296,-0.971120,-5.67,1.19,332.50
7.540,0.022936,0.005368,-0.964288,-5.46,0.91,332.29
7.560,0.023912,0.005368,-0.955992,-5.74,1.89,331.87
7.580,0.025376,0.005368,-0.963312,-5.60,0.70,331.66
7.600,0.023912,0.007320,-0.970632,-4.97,1.96,331.38
7.620,0.025376,0.004880,-0.962336,-4.69,0.49,331.31
7.640,0.021960,0.004392,-0.958432,-6.79,1.82,330.82
7.660,0.021472,0.006344,-0.968680,-6.30,1.54,330.61
7.680,0.021960,0.005368,-0.957944,-5.46,1.05,330.40
7.700,0.023912,0.004392,-0.964288,-6.23,0.70,330.05
7.720,0.023424,0.004880,-0.968680,-6.16,1.54,329.77
7.740,0.021960,0.002440,-0.967704,-5.88,1.33,329.49
7.760,0.023424,0.003904,-0.962336,-5.95,0.77,329.35
7.780,0.023424,0.003416,-0.955504,-5.25,0.49,329.00
7.800,0.020008,0.004880,-0.969656,-5.53,1.82,328.79
7.820,0.019520,0.005856,-0.956968,-5.32,1.40,328.51
7.840,0.020984,0.005856,-0.966728,-6.72,1.05,328.30
7.860,0.022448,0.007808,-0.953552,-5.53,1.05,328.02
7.880,0.021472,0.007320,-0.960384,-5.18,0.77,327.81
7.900,0.020496,0.008784,-0.966728,-6.16,2.17,327.46
7.920,0.020984,0.004880,-0.962336,-6.86,0.70,327.04
7.940,0.019032,0.006832,-0.963800,-6.16,1.12,326.76
7.960,0.019520,0.009272,-0.963800,-5.88,1.75,326.41
7.980,0.020984,0.008296,-0.967704,-5.74,1.33,326.27
8.000,0.020008,0.008784,-0.964288,-4.90,1.68,325.92
8.020,0.018544,0.010248,-0.968192,-6.58,1.54,325.57
8.040,0.022936,0.009272,-0.973072,-5.60,-17.43,325.29
8.060,0.021960,0.008784,-0.963312,-6.30,1.05,324.94
8.080,0.023912,0.008784,-0.960384,-6.93,0.56,324.59
8.100,0.023424,0.009760,-0.955504,-4.83,1.96,324.24
8.120,0.023424,0.006344,-0.966240,-4.90,0.21,323.96
8.140,0.023912,0.007808,-0.968680,-5.25,0.63,323.75
8.160,0.026840,0.011224,-0.964288,-6.58,0.42,323.40
8.180,0.024400,0.007808,-0.977464,-6.72,0.84,323.05
8.200,0.020496,0.009760,-0.968680,-5.46,1.75,322.77
8.220,0.023424,0.008784,-0.971120,-5.95,1.61,322.42
8.240,0.023912,0.008784,-0.959408,-6.02,0.84,322.07
8.260,0.023424,0.008784,-0.957456,-6.86,1.82,321.86
8.280,0.022448,0.007320,-0.965264,-6.09,1.68,321.51
8.300,0.028792,0.011224,-0.962336,-5.81,-0.14,321.16
8.320,0.025376,0.009272,-0.966240,-5.74,0.91,320.81
8.340,0.025864,0.007808,-0.968680,-7.00,0.70,320.39
8.360,0.026840,0.008784,-0.959408,-5.81,0.77,320.11
8.380,0.028792,0.007808,-0.978440,-6.37,0.56,319.83
8.400,0.028304,0.005368,-0.965752,-5.53,0.70,319.62
