time_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
0.800,0.036600,-0.010736,-0.981856,0.49,-0.84,31.22
0.820,0.036112,-0.012688,-0.976000,-0.21,-3.57,31.15
0.840,0.040992,-0.012200,-0.977464,0.49,-3.36,31.15
0.860,0.040992,-0.015128,-0.977952,0.14,-2.94,31.01
0.880,0.038552,-0.015616,-0.966728,1.68,-3.85,31.01
0.900,0.036600,-0.013664,-0.978440,0.42,-1.82,30.94
0.920,0.040016,-0.012688,-0.978928,1.75,-3.29,30.80
0.940,0.038064,-0.016104,-0.983320,-0.49,-1.05,30.80
0.960,0.040992,-0.014152,-0.974048,0.98,-2.03,30.73
0.980,0.041480,-0.012688,-0.982832,1.40,-2.31,30.73
1.000,0.040992,-0.016104,-0.969656,-0.28,-1.89,30.66
1.020,0.042456,-0.013176,-0.989664,0.35,-3.43,30.66
1.040,0.042944,-0.017568,-0.981368,0.21,-1.75,30.59
1.060,0.041968,-0.017080,-0.990152,0.07,-3.15,30.66
1.080,0.047336,-0.020008,-0.977464,1.19,-3.85,30.52
1.100,0.045384,-0.017568,-0.977464,0.28,-1.54,30.52
1.120,0.043920,-0.015128,-0.967216,2.24,-2.66,30.38
1.140,0.043920,-0.017080,-0.970632,-0.07,-1.12,30.31
1.160,2.039840,-3.173464,-0.680760,13.93,34.16,64.82
1.180,2.062288,-1.758264,-0.652456,-42.28,-29.61,63.14
1.200,0.011224,0.004392,-0.957944,-4.55,-8.40,64.19
1.220,0.013664,0.002928,-0.995520,-2.45,-2.24,64.05
1.240,0.021472,0.000000,-1.006256,0.84,-3.29,63.91
1.260,0.021960,0.000000,-0.992104,-1.05,-2.73,63.70
1.280,0.020008,0.000488,-0.982344,-0.91,-1.54,63.77
1.300,0.022936,0.000976,-0.970632,0.14,-3.64,63.56
1.320,0.020496,-0.000488,-0.970144,-1.75,-1.12,63.63
1.340,0.023912,0.004392,-0.976000,-0.21,-3.99,63.49
1.360,0.020984,0.000000,-0.986248,-0.49,-2.17,63.35
1.380,0.025864,-0.003904,-0.979904,-1.33,-3.01,63.35
1.400,0.022936,0.004880,-0.980880,0.49,-2.24,63.49
1.420,0.023912,0.002928,-0.976000,-1.68,-2.59,63.21
1.440,0.025376,0.000976,-0.977952,-0.07,-2.94,63.35
1.460,0.024888,0.002440,-0.979904,0.00,-0.63,63.21
1.480,0.025376,-0.000976,-0.976488,-1.12,-3.15,63.07
1.500,0.026840,-0.000488,-0.985272,-0.14,-1.96,63.00
1.520,0.027816,0.000488,-0.978440,-1.40,-3.64,62.93
1.540,0.024400,0.000000,-0.974536,-1.75,-1.61,62.93
1.560,0.026840,0.000976,-0.980392,0.21,-3.43,62.79
1.580,0.025864,0.001952,-0.977464,-0.91,-2.17,62.65
1.600,0.025376,0.000976,-0.982832,-0.63,-1.47,62.58
1.620,0.024400,0.001464,-0.964288,-0.49,-3.85,62.58
1.640,0.024888,0.003416,-0.976000,-0.42,-1.47,62.58
1.660,0.028792,0.001464,-0.983320,0.49,-2.80,62.65
1.680,0.026840,0.000488,-0.990640,-0.28,-2.38,62.65
1.700,0.025376,-0.002440,-0.979416,-1.75,-2.52,62.58
1.720,0.028304,0.000976,-0.973560,-0.77,-3.50,62.58
1.740,0.026840,0.002440,-0.972584,-0.14,-1.05,62.51
1.760,0.028304,0.000488,-0.971608,-1.40,-2.80,62.51
1.780,0.029280,-0.001464,-0.967216,0.35,-2.38,62.51
1.800,0.027816,0.000488,-0.969656,-1.75,-2.73,62.44
1.820,0.029280,0.001952,-0.976976,-0.77,-2.87,62.58
1.840,0.029768,0.003416,-0.983808,0.91,-3.78,62.58
1.860,0.029768,0.001464,-0.964288,-1.54,-2.31,62.44
1.880,0.028304,0.001464,-0.976000,1.19,-1.26,62.51
1.900,0.030744,0.002440,-0.970632,-1.61,-2.87,62.23
1.920,0.026840,0.002440,-0.977952,-1.19,-0.91,62.16
1.940,0.027328,0.001952,-0.983808,-0.42,-2.38,62.16
1.960,0.030744,0.001952,-0.983320,-0.70,-3.36,62.09
1.980,0.028792,0.002928,-0.970144,-0.77,-1.33,62.02
2.000,0.028792,0.004880,-0.963312,-0.63,-3.64,62.02
2.020,0.030744,0.004392,-0.972584,-0.49,-2.17,61.95
2.040,0.026840,0.004392,-0.983320,-0.77,-2.03,61.88
2.060,0.029280,0.001952,-0.968192,0.21,-3.29,61.81
2.080,0.028304,0.004392,-0.958432,0.42,-1.19,61.74
2.100,0.030744,0.003904,-0.974048,-1.68,-3.15,61.74
2.120,0.031232,0.001952,-0.984784,0.00,-3.22,61.74
2.140,0.029280,0.000488,-0.970632,-2.10,-1.12,61.60
2.160,0.028304,0.001952,-0.977952,-1.12,-2.94,61.67
2.180,0.030744,0.004880,-0.975512,0.98,-1.82,61.74
2.200,0.030256,0.005856,-0.968192,-1.82,-2.03,61.53
2.220,0.031232,0.005856,-0.961360,0.56,-1.47,61.60
2.240,0.033184,0.006832,-0.972584,-0.07,-3.08,61.46
2.260,0.032696,0.006832,-0.973072,-0.70,-2.03,61.25
2.280,0.031232,0.007808,-0.974536,0.70,-2.59,61.25
2.300,0.033184,0.007320,-0.970632,-0.42,-2.66,61.18
2.320,0.032208,0.005368,-0.973072,0.21,-1.54,60.97
2.340,0.034160,0.008296,-0.963800,0.00,-3.64,60.97
2.360,0.034648,0.006832,-0.978928,0.00,-3.50,60.83
2.380,3.648776,8.437032,-1.087264,10.99,-38.43,-0.91
2.400,0.037088,-0.011224,-1.261480,4.90,-2.73,4.34
2.420,0.025864,-0.025376,-0.915488,-0.07,-0.42,4.06
2.440,0.025864,-0.017568,-0.935984,0.28,-3.08,4.20
2.460,0.025864,-0.016592,-0.946720,0.84,-3.57,4.20
2.480,0.027816,-0.015128,-0.962824,0.84,-2.24,4.34
2.500,0.026840,-0.012200,-0.968192,0.21,-2.80,4.13
2.520,0.023424,-0.014152,-0.965264,0.42,-3.43,4.06
2.540,0.025864,-0.012688,-0.971608,1.26,-1.75,4.13
2.560,0.023912,-0.013664,-0.979904,0.98,-2.59,4.06
2.580,0.025376,-0.013664,-0.966240,0.98,-3.57,4.06
2.600,0.028304,-0.013664,-0.971120,2.10,-2.45,4.13
2.620,0.025376,-0.013176,-0.979904,0.84,-2.94,4.06
2.640,0.028304,-0.011224,-0.970144,1.19,-4.13,4.13
2.660,0.026840,-0.012688,-0.973560,1.19,-1.89,4.13
2.680,0.022936,-0.012688,-0.977952,0.98,-2.45,4.27
2.700,0.029768,-0.010736,-0.970144,0.98,-3.99,4.34
2.720,0.030256,-0.010736,-0.976000,1.61,-1.96,4.34
2.740,0.026840,-0.013176,-0.983320,0.21,-2.38,4.41
2.760,0.025864,-0.011224,-0.974048,1.12,-3.22,4.41
2.780,0.025376,-0.012688,-0.976488,1.40,-1.96,4.34
2.800,0.025864,-0.012200,-0.985272,0.42,-2.24,4.20
2.820,0.028304,-0.012688,-0.976488,1.47,-3.57,4.41
2.840,0.026840,-0.011224,-0.979904,1.05,-1.33,4.55
2.860,0.028304,-0.011712,-0.982832,0.21,-3.29,4.41
2.880,0.028304,-0.013664,-0.975024,1.61,-4.34,4.41
2.900,0.023912,-0.014640,-0.971608,1.47,-1.75,4.48
2.920,0.027816,-0.016104,-0.977464,-0.07,-3.22,4.34
2.940,0.031232,-0.012688,-0.973560,1.82,-3.85,4.34
2.960,0.025864,-0.013664,-0.976976,1.47,-1.26,4.41
2.980,0.026840,-0.012688,-0.993568,0.42,-2.52,4.41
3.000,0.028792,-0.012688,-0.973560,0.70,-4.13,4.27
3.020,0.026352,-0.013664,-0.982832,1.61,-1.12,4.34
3.040,0.026840,-0.012688,-0.985272,0.49,-2.80,4.41
3.060,0.028304,-0.013664,-0.969168,1.54,-3.85,4.34
3.080,0.028792,-0.011224,-0.968192,1.89,-3.01,4.34
3.100,0.028792,-0.014152,-0.971120,0.70,-2.66,4.27
3.120,0.027816,-0.012200,-0.972096,1.47,-3.92,4.34
3.140,0.030744,-0.010248,-0.976976,1.89,-2.87,4.27
3.160,0.028792,-0.010248,-0.972584,1.75,-2.17,4.27
3.180,0.029768,-0.012688,-0.964288,0.70,-3.36,4.34
3.200,0.027328,-0.012200,-0.975512,1.12,-2.87,4.48
3.220,0.025864,-0.011712,-0.967704,0.63,-2.80,4.41
3.240,0.028792,-0.011224,-0.974048,-0.35,-3.85,4.48
3.260,0.025864,-0.012688,-0.971608,1.68,-3.01,4.55
3.280,0.026352,-0.010736,-0.979416,1.82,-1.61,4.55
3.300,0.024400,-0.012688,-0.975512,0.84,-2.59,4.48
3.320,0.027816,-0.009760,-0.966240,1.54,-2.94,4.62
3.340,0.028304,-0.010248,-0.976000,1.82,-2.38,4.55
3.360,0.025864,-0.015128,-0.981368,0.28,-2.52,4.62
3.380,0.024888,-0.013176,-0.979904,1.61,-2.94,4.55
3.400,0.027328,-0.013176,-0.976000,2.03,-1.68,4.55
3.420,0.023424,-0.014640,-0.974048,-0.14,-2.03,4.55
3.440,0.028304,-0.011224,-0.984296,1.61,-3.71,4.76
3.460,0.025864,-0.009760,-0.975024,2.10,-2.80,4.76
3.480,0.026840,-0.011712,-0.981368,0.07,-2.24,4.62
3.500,0.025864,-0.013176,-0.974536,0.84,-4.34,4.76
3.520,0.024400,-0.013664,-0.977464,2.03,-3.50,4.69
3.540,0.028304,-0.013664,-0.976000,0.84,-2.66,4.48
3.560,0.023424,-0.013176,-0.975512,1.26,-3.43,4.55
3.580,0.028304,-0.011712,-0.982344,2.17,-3.78,4.55
3.600,0.023912,-0.015616,-0.982832,0.42,-1.75,4.41
3.620,0.025376,-0.012688,-0.969168,1.12,-2.94,4.62
3.640,0.027816,-0.015128,-0.961360,1.54,-2.94,4.69
3.660,0.024400,-0.017080,-0.962824,2.03,-3.08,4.62
3.680,0.027816,-0.016592,-0.994544,-0.42,-1.75,4.48
3.700,0.022448,-0.018056,-0.985272,2.17,-3.22,4.55
3.720,0.024888,-0.014640,-0.968680,2.17,-3.99,4.62
3.740,0.023912,-0.014640,-0.976000,0.21,-2.17,4.55
3.760,0.025864,-0.013176,-0.984784,2.66,-2.59,4.62
3.780,0.023912,-0.014640,-0.979904,1.47,-4.62,4.62
3.800,0.026352,-0.016104,-0.975512,0.49,-3.15,4.55
3.820,0.023424,-0.015128,-0.971120,3.50,-3.36,4.13
3.840,-3.471144,-6.238592,-0.986248,-25.55,23.10,-26.39
3.860,0.045872,0.034160,-0.973072,2.80,-9.94,-31.43
3.880,0.036600,0.005368,-0.938912,2.59,-3.64,-31.85
3.900,0.031232,0.000488,-0.972584,2.66,-1.89,-31.78
3.920,0.032208,0.000488,-0.975024,2.38,-2.31,-31.78
3.940,0.026352,-0.002928,-0.971608,1.54,-2.87,-31.71
3.960,0.031720,-0.001464,-0.974048,2.31,-3.36,-31.57
3.980,0.030256,-0.003416,-0.978928,1.96,-2.03,-31.43
4.000,0.031720,-0.002928,-0.986736,2.10,-4.48,-31.43
4.020,0.035136,-0.001464,-0.985760,2.87,-4.13,-31.43
4.040,0.032696,-0.000976,-0.977464,1.96,-2.73,-31.36
4.060,0.031720,-0.001464,-0.979416,2.31,-3.50,-31.36
4.080,0.031232,-0.001464,-0.966240,1.40,-3.43,-31.36
4.100,0.030256,-0.002440,-0.976488,1.75,-2.59,-31.15
4.120,0.031720,0.000000,-0.962824,2.10,-2.03,-31.15
4.140,0.029768,-0.001952,-0.973072,2.38,-2.66,-31.08
4.160,0.030744,0.000488,-0.977952,1.33,-2.87,-31.08
4.180,0.029280,0.000976,-0.982832,1.89,-1.75,-31.08
4.200,0.028792,0.000000,-0.980392,2.38,-2.94,-31.01
4.220,0.025864,-0.002440,-0.976000,2.59,-3.78,-31.01
4.240,0.030744,0.001464,-0.982344,2.59,-3.01,-30.94
4.260,0.031232,0.000488,-0.977952,1.89,-2.66,-30.80
4.280,0.031720,-0.001952,-0.985272,3.36,-3.22,-30.66
4.300,0.027328,-0.000488,-0.978928,1.12,-3.92,-30.73
4.320,0.031232,-0.002440,-0.975024,1.19,-3.01,-30.66
4.340,0.030256,-0.000976,-0.973560,2.80,-1.89,-30.59
4.360,0.034648,0.001952,-0.992592,4.76,-3.64,-30.52
4.380,0.029280,-0.001952,-0.972096,1.40,-2.45,-30.52
4.400,0.030256,0.000488,-0.967704,1.26,-3.15,-30.52
4.420,0.034160,-0.000488,-0.986248,2.87,-4.48,-30.52
4.440,0.029768,-0.000976,-0.973560,2.73,-2.66,-30.52
4.460,0.029280,-0.002928,-0.973560,1.05,-2.38,-30.59
4.480,0.030744,-0.000976,-0.974536,1.54,-3.36,-30.59
4.500,0.031720,-0.000976,-0.984784,2.80,-3.01,-30.45
4.520,0.029280,0.001464,-0.970632,3.15,-1.54,-30.38
4.540,0.031720,-0.002928,-0.969168,2.10,-2.59,-30.38
4.560,0.031720,-0.003416,-0.973072,2.66,-3.50,-30.24
4.580,0.029768,-0.005856,-0.974536,2.45,-3.01,-30.10
4.600,0.032696,-0.001464,-0.979416,1.89,-2.38,-30.10
4.620,0.034648,-0.002928,-0.977952,2.17,-4.20,-29.89
4.640,0.032696,-0.000976,-0.973560,1.89,-3.64,-29.89
4.660,0.030256,-0.002928,-0.983320,1.96,-2.17,-29.89
4.680,0.031232,-0.002440,-0.959408,1.96,-2.52,-29.75
4.700,0.029768,-0.002440,-0.974048,2.38,-3.22,-29.75
4.720,0.032208,-0.003416,-0.979416,1.75,-3.71,-29.68
4.740,0.030744,-0.001952,-0.972096,1.26,-2.94,-29.61
4.760,0.030744,-0.002440,-0.962824,2.24,-2.52,-29.47
4.780,0.030744,-0.003416,-0.981368,3.22,-4.34,-29.47
4.800,0.030256,-0.002440,-0.967216,1.05,-3.08,-29.33
4.820,0.029768,-0.003416,-0.968680,1.33,-3.29,-29.19
4.840,0.031232,-0.002928,-0.977952,3.15,-2.31,-29.12
4.860,0.030744,-0.002440,-0.970632,3.43,-4.76,-29.12
4.880,0.029768,-0.001952,-0.965752,1.68,-2.80,-29.26
4.900,0.031232,-0.004392,-0.974048,0.84,-3.71,-29.12
4.920,0.029768,-0.001952,-0.978440,2.59,-4.34,-28.98
4.940,0.030744,-0.004880,-0.961848,2.03,-2.73,-29.12
4.960,0.028304,-0.003416,-0.974048,1.26,-2.73,-29.05
4.980,0.030256,-0.004392,-0.977952,1.68,-3.92,-28.98
5.000,0.030744,-0.004392,-0.979416,1.89,-2.80,-29.05
5.020,0.029280,-0.000976,-0.971608,3.01,-2.31,-28.91
5.040,0.029768,-0.000976,-0.968192,2.24,-3.08,-28.91
5.060,0.029768,-0.001464,-0.979416,3.08,-3.92,-28.77
5.080,0.030256,-0.002440,-0.971120,2.45,-3.01,-28.84
5.100,0.032696,-0.002928,-0.974536,1.40,-2.66,-28.77
5.120,0.029280,-0.000488,-0.982832,1.96,-3.22,-28.70
5.140,0.029768,-0.000488,-0.958920,2.80,-4.06,-28.70
5.160,0.030256,-0.000976,-0.977952,3.15,-3.43,-28.63
5.180,0.030744,-0.001464,-0.975512,2.10,-1.89,-28.77
5.200,0.030256,0.000976,-0.983320,3.22,-3.43,-28.56
5.220,0.031720,-0.001464,-0.967216,2.45,-3.99,-28.56
5.240,0.030744,-0.002440,-0.976000,1.12,-3.43,-28.70
5.260,0.030256,0.001464,-0.972584,1.75,-1.82,-28.56
5.280,0.025376,0.000000,-0.975512,2.66,-2.24,-28.56
5.300,0.027816,-0.002928,-0.967216,1.33,-3.92,-28.56
5.320,0.030256,-0.000976,-0.975024,1.75,-3.78,-28.42
5.340,0.027816,-0.000976,-0.980392,2.10,-2.52,-28.35
5.360,0.029280,0.000976,-0.976000,3.08,-3.78,-28.14
5.380,0.026352,0.003904,-0.983808,1.75,-3.22,-28.28
5.400,0.028304,0.000976,-0.971120,1.33,-3.22,-28.14
5.420,0.029280,-0.000488,-0.973560,2.80,-3.15,-28.21
5.440,0.030744,0.001952,-0.984784,3.43,-3.57,-28.14
5.460,0.030256,-0.001464,-0.971120,1.12,-3.22,-28.21
5.480,0.025864,0.001952,-0.978440,2.03,-3.71,-28.07
5.500,0.028792,0.003904,-0.985760,3.22,-4.55,-28.14
5.520,0.027816,0.001464,-0.976000,2.94,-3.57,-27.93
5.540,0.023912,0.001464,-0.962824,1.89,-2.24,-28.00
5.560,0.025376,0.000000,-0.972096,2.38,-3.01,-27.86
5.580,0.026840,0.002440,-0.975512,3.22,-3.57,-27.79
5.600,0.024888,0.002440,-0.969656,2.24,-3.08,-27.79
5.620,-0.700280,4.026488,-1.196088,-10.64,-19.25,16.31
5.640,-0.074176,0.278648,-1.004304,-8.54,-9.03,22.26
5.660,0.036600,-0.017080,-1.009184,-1.54,-3.71,22.26
5.680,0.031720,-0.012688,-0.988200,0.56,-1.19,22.19
5.700,0.033184,-0.009272,-0.972096,0.63,-2.73,22.26
5.720,0.031232,-0.011224,-0.979416,0.49,-2.94,22.40
5.740,0.032696,-0.009760,-0.966240,0.84,-3.43,22.26
5.760,0.032208,-0.010248,-0.970632,0.42,-2.24,22.26
5.780,0.032208,-0.009760,-0.979904,-1.40,-0.49,22.19
5.800,0.034648,-0.009272,-0.991616,0.00,-3.08,22.12
5.820,0.032208,-0.009760,-0.961848,0.70,-3.57,22.12
5.840,0.031232,-0.003904,-0.972584,1.12,-2.24,22.05
5.860,0.029280,-0.009760,-0.967704,1.12,-2.80,22.12
5.880,0.030256,-0.007808,-0.967704,-0.70,-1.47,21.98
5.900,0.031720,-0.009272,-0.977464,0.49,-3.71,21.98
5.920,0.035136,-0.007320,-0.966240,2.10,-3.50,21.98
5.940,0.030256,-0.006832,-0.971120,1.40,-1.96,21.91
5.960,0.030744,-0.010736,-0.976488,0.63,-1.75,21.91
5.980,0.033672,-0.008784,-0.974536,0.35,-3.01,21.77
6.000,0.034160,-0.008296,-0.984296,0.14,-3.50,21.91
6.020,0.032696,-0.012200,-0.960872,0.70,-2.94,21.84
6.040,0.029280,-0.009272,-0.969656,1.75,-2.38,21.91
6.060,0.031720,-0.010736,-0.963312,-0.21,-4.34,21.77
6.080,0.032696,-0.010736,-0.978440,-0.98,-2.10,21.56
6.100,0.031232,-0.012200,-0.968680,1.61,-2.17,21.77
6.120,0.033672,-0.009272,-0.974048,1.54,-3.29,21.70
6.140,0.027816,-0.010248,-0.977952,1.68,-3.71,21.70
6.160,0.031232,-0.010736,-0.976976,0.28,-3.08,21.70
6.180,0.032208,-0.012688,-0.964288,0.21,-1.40,21.63
6.200,0.029768,-0.009272,-0.970144,2.10,-2.24,21.56
6.220,0.031232,-0.011224,-0.970144,1.26,-2.73,21.70
6.240,0.031232,-0.013176,-0.965264,0.28,-3.15,21.63
6.260,0.031232,-0.012200,-0.984296,0.35,-3.01,21.77
6.280,0.032696,-0.013176,-0.973560,0.21,-2.31,21.70
6.300,0.030744,-0.013664,-0.973072,0.35,-2.73,21.77
6.320,0.032208,-0.013664,-0.971120,-0.21,-3.71,21.77
6.340,0.032208,-0.012688,-0.967216,0.49,-3.43,21.77
6.360,0.031232,-0.012200,-0.969168,0.63,-1.96,21.63
6.380,0.030744,-0.012688,-0.976000,0.77,-2.17,21.70
6.400,0.030744,-0.011224,-0.985760,0.91,-3.50,21.63
6.420,0.031720,-0.010248,-0.966240,0.98,-3.78,21.70
6.440,0.034160,-0.008296,-0.973560,1.40,-3.22,21.70
6.460,0.030256,-0.010248,-0.984784,1.19,-2.03,21.70
6.480,0.029768,-0.011712,-0.978440,2.03,-2.03,21.63
6.500,0.031720,-0.009760,-0.968192,0.84,-3.36,21.56
6.520,0.034648,-0.009760,-0.971608,1.54,-3.29,21.56
6.540,0.030744,-0.008296,-0.984784,0.84,-2.59,21.56
6.560,0.028792,-0.011712,-0.976488,0.35,-0.42,21.63
6.580,0.030744,-0.010736,-0.975024,1.47,-2.24,21.63
6.600,0.031720,-0.010736,-0.969168,0.84,-3.29,21.49
6.620,0.030256,-0.012200,-0.980392,1.26,-2.52,21.49
6.640,0.031232,-0.009272,-0.970144,1.05,-2.87,21.42
6.660,0.030256,-0.010248,-0.969168,-0.35,-2.24,21.42
6.680,0.029280,-0.013176,-0.981856,-0.14,-2.24,21.42
6.700,0.029768,-0.011224,-0.982344,0.77,-2.59,21.35
6.720,0.030256,-0.006344,-0.979904,1.33,-2.52,21.28
6.740,0.031232,-0.010248,-0.969168,1.12,-2.45,21.07
6.760,0.028304,-0.007808,-0.980880,-0.49,-2.94,21.07
6.780,0.033184,-0.010736,-0.966240,-0.21,-3.36,21.00
6.800,0.030256,-0.007808,-0.969656,0.63,-2.03,21.14
6.820,0.029768,-0.007808,-0.976000,2.17,-3.15,21.28
6.840,0.031720,-0.008784,-0.965264,2.31,-2.66,21.35
6.860,0.029768,-0.010736,-0.968680,1.40,-3.01,21.21
6.880,0.032208,-0.008296,-0.972584,1.33,-3.85,21.35
6.900,0.028304,-0.014152,-0.958432,0.14,-1.61,21.28
6.920,0.028304,-0.010248,-0.966240,0.28,-2.66,21.28
6.940,0.029768,-0.010248,-0.984296,-0.21,-3.85,21.49
6.960,0.030256,-0.009760,-0.978440,0.42,-3.29,21.42
6.980,0.030744,-0.010736,-0.974048,0.28,-2.24,21.35
7.000,0.030744,-0.010248,-0.965752,0.42,-2.87,21.42
7.020,0.028792,-0.007320,-0.975512,1.19,-1.75,21.35
7.040,0.031232,-0.010736,-0.972584,0.56,-3.36,21.28
7.060,0.030256,-0.009760,-0.977952,0.70,-2.87,21.28
7.080,0.029280,-0.009760,-0.974536,1.12,-3.15,21.28
7.100,0.028792,-0.006344,-0.975512,0.14,-1.82,21.21
7.120,0.032696,-0.008296,-0.972584,-0.35,-3.92,21.21
7.140,0.029768,-0.009272,-0.966728,0.14,-3.85,21.21
7.160,0.030744,-0.010248,-0.968192,1.05,-3.22,21.42
7.180,0.028304,-0.008296,-0.974048,1.26,-2.73,21.14
7.200,0.029280,-0.006344,-0.979416,1.89,-2.24,21.21
7.220,0.030744,-0.009272,-0.978440,0.07,-3.01,21.28
7.240,0.031720,-0.007808,-0.969656,0.00,-3.15,21.21
7.260,0.028304,-0.009760,-0.971608,1.47,-2.10,21.35
7.280,0.029768,-0.008784,-0.964288,1.54,-3.08,21.28
7.300,0.029768,-0.012688,-0.978440,1.05,-3.57,21.14
7.320,0.031232,-0.010248,-0.970144,-0.07,-2.94,21.07
7.340,0.029768,-0.010248,-0.963800,0.35,-1.33,21.07
7.360,0.026352,-0.009272,-0.965264,1.47,-2.17,21.21
7.380,0.027328,-0.011224,-0.964288,1.96,-2.38,21.07
7.400,0.033184,-0.008296,-0.975024,0.21,-3.22,20.93
7.420,0.030744,-0.010248,-0.974536,0.00,-2.94,21.07
7.440,0.030256,-0.011224,-0.975512,0.91,-1.82,21.00
7.460,0.029280,-0.007320,-0.972584,0.98,-2.10,20.93
7.480,0.032208,-0.009272,-0.976976,0.77,-3.57,20.93
7.500,0.030744,-0.011224,-0.966240,-0.49,-3.92,21.07
7.520,0.030744,-0.011712,-0.972584,0.63,-2.94,21.00
7.540,0.029280,-0.010736,-0.981856,0.28,-1.33,21.00
7.560,0.027328,-0.012200,-0.975512,0.84,-2.66,20.93
7.580,0.029280,-0.009272,-0.979904,0.00,-2.24,20.79
7.600,0.029768,-0.012688,-0.970632,0.98,-3.57,20.86
7.620,0.028304,-0.014152,-0.965752,0.98,-3.08,20.79
7.640,0.027328,-0.011712,-0.983320,1.75,-2.73,20.65
7.660,0.024888,-0.011712,-0.979416,-0.21,-1.89,20.72
7.680,0.027328,-0.012688,-0.969656,-0.98,-3.64,20.72
7.700,0.028792,-0.013664,-0.986248,0.98,-3.08,20.65
7.720,0.027816,-0.012200,-0.981856,1.68,-2.87,20.86
7.740,0.029768,-0.013664,-0.967704,0.77,-3.50,20.86
7.760,0.028304,-0.014640,-0.977464,0.14,-4.13,20.86
7.780,0.025376,-0.015616,-0.976000,0.70,-2.66,20.86
7.800,0.026352,-0.014640,-0.968680,1.82,-1.47,20.86
7.820,0.025864,-0.015616,-0.974536,1.40,-2.73,21.00
7.840,0.026352,-0.011712,-0.976488,1.75,-3.22,21.00
7.860,0.029280,-0.015128,-0.963800,0.56,-6.30,21.56
7.880,-1.653344,-4.035272,-0.878400,-16.73,3.85,-25.48
7.900,0.035624,0.020008,-1.024800,6.30,-5.81,-25.90
7.920,0.032696,-0.003416,-0.962336,3.92,-2.03,-26.04
7.940,0.029768,-0.005368,-0.981368,1.47,-3.64,-26.04
7.960,0.033184,-0.002928,-0.979416,2.10,-3.85,-25.90
7.980,0.029768,-0.008296,-0.973560,0.70,-3.50,-25.90
8.000,0.028792,-0.005368,-0.986736,2.03,-3.22,-25.62
8.020,0.028304,-0.006832,-0.976488,2.03,-2.80,-25.55
8.040,0.027816,-0.007320,-0.975512,1.89,-2.87,-25.55
8.060,0.028792,-0.011712,-0.979416,2.52,-2.94,-25.55
8.080,0.030744,-0.006832,-0.962336,2.38,-4.13,-25.55
8.100,0.030256,-0.009760,-0.967704,1.33,-2.87,-25.34
